"pmid","date","jabbrv"
"32234101","2020-04-03","CJEM"
"32234091","2020-04-03","Infect Control Hosp Epidemiol"
"32234064","2020-04-03","Crit Care"
"32233980","2020-04-03","Stroke"
"32233973","2020-04-03","Telemed J E Health"
"32233972","2020-04-03","Stroke"
"32233967","2020-04-03","J Laparoendosc Adv Surg Tech A"
"32233935","2020-04-03","Am J Physiol Lung Cell Mol Physiol"
"32233926","2020-04-03","AJR Am J Roentgenol"
"32233915","2020-04-03","Afr J AIDS Res"
"32233876","2020-04-03","Can Assoc Radiol J"
"32233755","2020-04-03","J Am Heart Assoc"
"32233753","2020-04-03","J Am Heart Assoc"
"32233719","2020-04-03","Int J Soc Psychiatry"
"32233671","2020-04-03","Eur J Prev Cardiol"
"32233642","2020-04-03","Ann Palliat Med"
"32233641","2020-04-03","Ann Palliat Med"
"32233563","2020-04-03","Math Biosci Eng"
"32233562","2020-04-03","Math Biosci Eng"
"32233561","2020-04-03","Math Biosci Eng"
"32233560","2020-04-03","Math Biosci Eng"
"32233443","2020-04-03","ACS Chem Neurosci"
"32239256","2020-04-03","Int J Public Health"
"32239213","2020-04-03","Health Promot Int"
"32239184","2020-04-03","JAMA"
"32239155","2020-04-03","Occup Med (Lond)"
"32233816","2020-04-03","Infect Dis (Lond)"
"32233168","2020-04-02","Yonsei Med J"
"32233161","2020-04-02","J Korean Med Sci"
"32233067","2020-04-02","Am J Transplant"
"32233064","2020-04-02","Colorectal Dis"
"32233057","2020-04-02","Am J Transplant"
"32233055","2020-04-02","Am J Transplant"
"32233049","2020-04-02","Ultrasound Obstet Gynecol"
"32233040","2020-04-02","Allergy"
"32233034","2020-04-02","J Gastroenterol Hepatol"
"32233018","2020-04-02","Diabetes Metab Res Rev"
"32233013","2020-04-02","Diabetes Metab Res Rev"
"32232986","2020-04-02","J Med Virol"
"32232980","2020-04-02","J Med Virol"
"32232979","2020-04-02","J Med Virol"
"32232977","2020-04-02","J Med Virol"
"32232976","2020-04-02","J Med Virol"
"32232915","2020-04-02","BJU Int"
"32232837","2020-04-02","Headache"
"32232773","2020-04-02","J Nephrol"
"32232685","2020-04-02","Ann Intensive Care"
"32232652","2020-04-02","Curr Med Sci"
"32232651","2020-04-02","Radiol Med"
"32232648","2020-04-02","Jpn J Radiol"
"32232568","2020-04-02","Graefes Arch Clin Exp Ophthalmol"
"32232552","2020-04-02","Rheumatol Int"
"32232551","2020-04-02","Rheumatol Int"
"32232545","2020-04-02","Ophthalmologe"
"32232520","2020-04-02","Eur J Nucl Med Mol Imaging"
"32232480","2020-04-02","J Clin Endocrinol Metab"
"32232474","2020-04-02","J Infect Dis"
"32232433","2020-04-02","JAMA Ophthalmol"
"32232432","2020-04-02","J Am Med Inform Assoc"
"32232431","2020-04-02","J Exp Med"
"32232429","2020-04-02","Clin Infect Dis"
"32232426","2020-04-02","JAMA Otolaryngol Head Neck Surg"
"32232423","2020-04-02","JAMA Otolaryngol Head Neck Surg"
"32232422","2020-04-02","JAMA Ophthalmol"
"32232421","2020-04-02","JAMA"
"32232420","2020-04-02","JAMA"
"32232419","2020-04-02","Ann Intern Med"
"32232402","2020-04-02","Int J Epidemiol"
"32232396","2020-04-02","Eur Heart J"
"32232395","2020-04-02","Eur Heart J"
"32232339","2020-04-02","J Exp Med"
"32232322","2020-04-02","Clin Infect Dis"
"32232230","2020-04-02","Chin J Dent Res"
"32232219","2020-04-02","Arch Acad Emerg Med"
"32232218","2020-04-02","Arch Acad Emerg Med"
"32232217","2020-04-02","Arch Acad Emerg Med"
"32232216","2020-04-02","Arch Acad Emerg Med"
"32232215","2020-04-02","Arch Acad Emerg Med"
"32232214","2020-04-02","Arch Acad Emerg Med"
"32232213","2020-04-02","Arch Acad Emerg Med"
"32231392","2020-04-02","PLoS One"
"32231374","2020-04-02","PLoS One"
"32231349","2020-04-02","Monaldi Arch Chest Dis"
"32231348","2020-04-02","Monaldi Arch Chest Dis"
"32231345","2020-04-02","Cell Res"
"32231330","2020-04-02","Nat Rev Cardiol"
"32231328","2020-04-02","Nat Rev Cardiol"
"32231320","2020-04-02","Nature"
"32231220","2020-04-02","Hypertens Res"
"32231173","2020-04-02","Pol Arch Intern Med"
"32231171","2020-04-02","Pol Arch Intern Med"
"32230995","2020-04-02","Int J Environ Res Public Health"
"32230900","2020-04-02","Viruses"
"32229802","2020-04-02","Korean J Anesthesiol"
"32229768","2020-04-02","Eur J Emerg Med"
"32229766","2020-04-02","Crit Pathw Cardiol"
"32229753","2020-04-02","Anesth Analg"
"32229732","2020-04-02","Am J Nephrol"
"32229706","2020-04-02","Aging (Albany NY)"
"32229705","2020-04-02","Aging (Albany NY)"
"32229647","2020-04-02","J Invasive Cardiol"
"32229646","2020-04-02","East Asian Arch Psychiatry"
"32229605","2020-04-02","J Clin Microbiol"
"32229604","2020-04-02","J Clin Microbiol"
"32229575","2020-04-02","BMJ"
"32229574","2020-04-02","Proc Natl Acad Sci U S A"
"32229543","2020-04-02","BMJ"
"32229540","2020-04-02","BMJ"
"32229501","2020-04-02","ESMO Open"
"32229477","2020-04-02","BMJ"
"32229434","2020-04-02","Diagn Interv Radiol"
"32229433","2020-04-02","Diagn Interv Radiol"
"32229390","2020-04-02","Psychiatry Res"
"32229322","2020-04-02","Eur J Radiol"
"32229297","2020-04-02","J Am Coll Surg"
"32229288","2020-04-02","Clin Microbiol Infect"
"32229286","2020-04-02","J Pain Symptom Manage"
"32229278","2020-04-02","J Am Acad Dermatol"
"32229257","2020-04-02","Int J Infect Dis"
"32229159","2020-04-02","Med Mal Infect"
"32229157","2020-04-02","Arch Med Res"
"32229155","2020-04-02","Arch Med Res"
"32229132","2020-04-02","Gastrointest Endosc"
"32229131","2020-04-02","Gastrointest Endosc"
"32229107","2020-04-02","Clin Chim Acta"
"32229082","2020-04-02","Explore (NY)"
"32229062","2020-04-02","J Formos Med Assoc"
"32229048","2020-04-02","Bull Cancer"
"32228860","2020-04-02","Elife"
"32228825","2020-04-02","J Biol Regul Homeost Agents"
"32228809","2020-04-02","Emerg Infect Dis"
"32228808","2020-04-02","Emerg Infect Dis"
"32228780","2020-04-02","Am J Trop Med Hyg"
"32228738","2020-04-02","Disaster Med Public Health Prep"
"32228737","2020-04-02","Epidemiol Psychiatr Sci"
"32228732","2020-04-02","Disaster Med Public Health Prep"
"32228369","2020-04-02","Stroke"
"32228364","2020-04-02","Radiology"
"32228363","2020-04-02","Radiology"
"32228362","2020-04-02","Radiology"
"32228332","2020-04-02","J Urol"
"32228322","2020-04-02","Am J Physiol Endocrinol Metab"
"32228309","2020-04-02","Circulation"
"32228252","2020-04-02","Am J Physiol Heart Circ Physiol"
"32228226","2020-04-02","Emerg Microbes Infect"
"32228222","2020-04-02","Emerg Microbes Infect"
"32228035","2020-04-02","Am J Respir Crit Care Med"
"32227916","2020-04-02","ACS Nano"
"32227844","2020-04-02","ACS Chem Neurosci"
"32227819","2020-04-02","Crit Care Resusc"
"32227799","2020-04-01","Swiss Med Wkly"
"32227794","2020-04-01","Singapore Med J"
"32227793","2020-04-01","Singapore Med J"
"32227760","2020-04-01","N Engl J Med"
"32227759","2020-04-01","N Engl J Med"
"32227758","2020-04-01","N Engl J Med"
"32227757","2020-04-01","N Engl J Med"
"32227671","2020-04-01","Obesity (Silver Spring)"
"32227668","2020-04-01","Acta Ophthalmol"
"32227663","2020-04-01","Vet Comp Oncol"
"32227642","2020-04-01","Bioessays"
"32227627","2020-04-01","Health Expect"
"32227609","2020-04-01","Colorectal Dis"
"32227596","2020-04-01","Headache"
"32227594","2020-04-01","Anaesthesia"
"32227551","2020-04-01","Oncologist"
"32227547","2020-04-01","Br J Health Psychol"
"32227494","2020-04-01","J Med Virol"
"32227493","2020-04-01","J Med Virol"
"32227492","2020-04-01","J Ultrasound Med"
"32227490","2020-04-01","J Med Virol"
"32227489","2020-04-01","J Med Virol"
"32227488","2020-04-01","J Med Virol"
"32227474","2020-04-01","Dev Med Child Neurol"
"32227357","2020-04-01","Drug Dev Res"
"32227274","2020-04-01","Inflamm Res"
"32227250","2020-04-01","Int J Public Health"
"32227236","2020-04-01","Ann Intern Med"
"32227218","2020-04-01","QJM"
"32227214","2020-04-01","Age Ageing"
"32227200","2020-04-01","JAMA"
"32227199","2020-04-01","Am J Clin Pathol"
"32227189","2020-04-01","Ann Intern Med"
"32227186","2020-04-01","J Travel Med"
"32227177","2020-04-01","JAMA Netw Open"
"32227141","2020-04-01","Ann Intern Med"
"32227123","2020-04-01","J Infect Dis"
"32227121","2020-04-01","Clin Infect Dis"
"32227120","2020-04-01","Eur Heart J"
"32227091","2020-04-01","Clin Infect Dis"
"32227090","2020-04-01","Cardiovasc Res"
"32227076","2020-04-01","Eur Heart J"
"32226962","2020-04-01","R I Med J (2013)"
"32226946","2020-04-01","Microbiol Aust"
"32226823","2020-04-01","Glob Health Res Policy"
"32226821","2020-04-01","ACS Cent Sci"
"32226695","2020-04-01","Cureus"
"32226636","2020-04-01","Signal Transduct Target Ther"
"32226353","2020-04-01","Int J Ment Health Addict"
"32226295","2020-04-01","Int J Biol Sci"
"32226294","2020-04-01","Int J Biol Sci"
"32226293","2020-04-01","Int J Biol Sci"
"32226292","2020-04-01","Int J Biol Sci"
"32226291","2020-04-01","Int J Biol Sci"
"32226290","2020-04-01","Int J Biol Sci"
"32226289","2020-04-01","Int J Biol Sci"
"32226288","2020-04-01","Int J Biol Sci"
"32226287","2020-04-01","Int J Biol Sci"
"32226286","2020-04-01","Int J Biol Sci"
"32226285","2020-04-01","Int J Biol Sci"
"32226284","2020-04-01","Int J Biol Sci"
"32226003","2020-04-01","Bol Med Hosp Infant Mex"
"32225995","2020-04-01","Acta Otorhinolaryngol Ital"
"32225178","2020-04-01","Int J Occup Environ Med"
"32225177","2020-04-01","Int J Occup Environ Med"
"32225176","2020-04-01","Nature"
"32225175","2020-04-01","Nature"
"32225137","2020-04-01","Eur J Phys Rehabil Med"
"32225135","2020-04-01","Minerva Urol Nefrol"
"32225133","2020-04-01","Medwave"
"32225019","2020-04-01","Int J Environ Res Public Health"
"32224986","2020-04-01","Int J Environ Res Public Health"
"32224769","2020-04-01","Crit Care Med"
"32224712","2020-04-01","Eur J Emerg Med"
"32224711","2020-04-01","Eur J Emerg Med"
"32224710","2020-04-01","Eur J Emerg Med"
"32224612","2020-04-01","Psychother Psychosom"
"32224550","2020-04-01","J Clin Invest"
"32224494","2020-04-01","BMJ"
"32224344","2020-04-01","J Psychosom Res"
"32224313","2020-04-01","Lancet Infect Dis"
"32224310","2020-04-01","Lancet Infect Dis"
"32224308","2020-04-01","Lancet Infect Dis"
"32224304","2020-04-01","Lancet Respir Med"
"32224303","2020-04-01","Lancet Child Adolesc Health"
"32224299","2020-04-01","Lancet"
"32224298","2020-04-01","Lancet"
"32224297","2020-04-01","Lancet"
"32224296","2020-04-01","Lancet"
"32224295","2020-04-01","Lancet Public Health"
"32224294","2020-04-01","Prog Urol"
"32224116","2020-04-01","J Microbiol Immunol Infect"
"32224074","2020-04-01","Chest"
"32223988","2020-04-01","Heart Lung"
"32223871","2020-04-01","West J Emerg Med"
"32223870","2020-04-01","West J Emerg Med"
"32223856","2020-04-01","J Prim Health Care"
"32223840","2020-04-01","Zhonghua Liu Xing Bing Xue Za Zhi"
"32223782","2020-04-01","CJEM"
"32223776","2020-04-01","Disaster Med Public Health Prep"
"32223774","2020-04-01","Disaster Med Public Health Prep"
"32223769","2020-04-01","Infect Control Hosp Epidemiol"
"32223768","2020-04-01","Infect Control Hosp Epidemiol"
"32223767","2020-04-01","Infect Control Hosp Epidemiol"
"32223725","2020-04-01","Commun Dis Intell (2018)"
"32223716","2020-04-01","Am J Respir Crit Care Med"
"32223707","2020-04-01","J Am Vet Med Assoc"
"32223697","2020-04-01","Surg Infect (Larchmt)"
"32223689","2020-04-01","Cancer Biol Ther"
"32223665","2020-04-01","AJR Am J Roentgenol"
"32223581","2020-04-01","J Hum Lact"
"32223552","2020-04-01","Am J Physiol Heart Circ Physiol"
"32223490","2020-04-01","J Matern Fetal Neonatal Med"
"32223477","2020-04-01","J Matern Fetal Neonatal Med"
"32223353","2020-04-01","J Dermatolog Treat"
"32223317","2020-04-01","Psychol Health Med"
"32223179","2020-04-01","ACS Nano"
"32227239","2020-04-01","Ann Intern Med"
"32224277","2020-04-01","J Am Acad Dermatol"
"32224276","2020-04-01","J Am Acad Dermatol"
"32224232","2020-04-01","J Allergy Clin Immunol Pract"
"32224164","2020-04-01","Diabetes Res Clin Pract"
"32224151","2020-04-01","Ann Oncol"
"32224133","2020-04-01","Res Social Adm Pharm"
"32224117","2020-04-01","J Microbiol Immunol Infect"
"32223077","2020-03-31","Acta Physiol (Oxf)"
"32223073","2020-03-31","Dermatol Ther"
"32223072","2020-03-31","Influenza Other Respir Viruses"
"32223068","2020-03-31","Acta Ophthalmol"
"32223063","2020-03-31","Catheter Cardiovasc Interv"
"32223035","2020-03-31","Acad Emerg Med"
"32223012","2020-03-31","Influenza Other Respir Viruses"
"32223004","2020-03-31","J Eur Acad Dermatol Venereol"
"32223003","2020-03-31","J Eur Acad Dermatol Venereol"
"32222995","2020-03-31","J Med Virol"
"32222993","2020-03-31","J Med Virol"
"32222992","2020-03-31","J Med Virol"
"32222988","2020-03-31","Aliment Pharmacol Ther"
"32222986","2020-03-31","J Med Virol"
"32222956","2020-03-31","J Endocrinol Invest"
"32222911","2020-03-31","Int J Clin Pharm"
"32222883","2020-03-31","Int Urol Nephrol"
"32222828","2020-03-31","Graefes Arch Clin Exp Ophthalmol"
"32222820","2020-03-31","Acta Neurochir (Wien)"
"32222812","2020-03-31","Intensive Care Med"
"32222804","2020-03-31","Rheumatol Int"
"32222763","2020-03-31","J Gerontol A Biol Sci Med Sci"
"32222720","2020-03-31","Asian Spine J"
"32222713","2020-03-31","Am J Nephrol"
"32222703","2020-03-31","Nephron"
"32222700","2020-03-31","Clin J Am Soc Nephrol"
"32222587","2020-03-31","Chest"
"32222466","2020-03-31","Clin Immunol"
"32222463","2020-03-31","Life Sci"
"32222433","2020-03-31","Gynecol Obstet Fertil Senol"
"32222421","2020-03-31","Travel Med Infect Dis"
"32222420","2020-03-31","Travel Med Infect Dis"
"32222346","2020-03-31","Pharmacol Res"
"32222336","2020-03-31","J Formos Med Assoc"
"32222253","2020-03-31","Fertil Steril"
"32222251","2020-03-31","Clin Radiol"
"32222208","2020-03-31","Lancet Infect Dis"
"32222198","2020-03-31","Lancet"
"32222191","2020-03-31","Lancet"
"32222188","2020-03-31","Lancet"
"32222187","2020-03-31","Lancet"
"32222186","2020-03-31","Lancet"
"32222181","2020-03-31","Lancet"
"32222169","2020-03-31","Lancet Respir Med"
"32222168","2020-03-31","Lancet Respir Med"
"32222167","2020-03-31","Lancet Respir Med"
"32222166","2020-03-31","Lancet Respir Med"
"32222165","2020-03-31","Lancet Respir Med"
"32222164","2020-03-31","Lancet Infect Dis"
"32222163","2020-03-31","Lancet Infect Dis"
"32222162","2020-03-31","Lancet Infect Dis"
"32222161","2020-03-31","Lancet Glob Health"
"32222159","2020-03-31","Lancet"
"32222158","2020-03-31","Lancet"
"32222122","2020-03-30","Zhejiang Da Xue Xue Bao Yi Xue Ban"
"32222121","2020-03-30","Zhejiang Da Xue Xue Bao Yi Xue Ban"
"32222119","2020-03-30","J Med Virol"
"32222091","2020-03-30","Int J Lab Hematol"
"32222047","2020-03-30","Xenotransplantation"
"32222027","2020-03-30","Dermatol Ther"
"32221983","2020-03-30","J Med Virol"
"32221974","2020-03-30","Anaesthesia"
"32221973","2020-03-30","Anaesthesia"
"32221970","2020-03-30","Anaesthesia"
"32221964","2020-03-30","Anaesthesia"
"32221852","2020-03-30","Can J Anaesth"
"32221635","2020-03-30","Nervenarzt"
"32221579","2020-03-30","JAMA"
"32221526","2020-03-30","J Crohns Colitis"
"32220829","2020-03-30","BMJ"
"32220826","2020-03-30","BMJ"
"32220710","2020-03-30","Med Hypotheses"
"32220663","2020-03-30","Lancet Respir Med"
"32220660","2020-03-30","Lancet Oncol"
"32220659","2020-03-30","Lancet Oncol"
"32220657","2020-03-30","Lancet"
"32220656","2020-03-30","Lancet Gastroenterol Hepatol"
"32220655","2020-03-30","Lancet Public Health"
"32220654","2020-03-30","Lancet Public Health"
"32220653","2020-03-30","Lancet Public Health"
"32220651","2020-03-30","Lancet Infect Dis"
"32220650","2020-03-30","Lancet Infect Dis"
"32220634","2020-03-30","Travel Med Infect Dis"
"32220633","2020-03-30","Autoimmun Rev"
"32220612","2020-03-30","Metabolism"
"32220611","2020-03-30","Metabolism"
"32220590","2020-03-30","Prog Cardiovasc Dis"
"32220575","2020-03-30","J Allergy Clin Immunol Pract"
"32220574","2020-03-30","J Microbiol Immunol Infect"
"32220557","2020-03-30","J Cardiothorac Vasc Anesth"
"32220422","2020-03-30","Clin Chim Acta"
"32220344","2020-03-30","Lancet Haematol"
"32220310","2020-03-30","Cell"
"32220289","2020-03-30","Lancet Glob Health"
"32220285","2020-03-30","Lancet Infect Dis"
"32220284","2020-03-30","Lancet Infect Dis"
"32220279","2020-03-30","Lancet"
"32220278","2020-03-30","Lancet"
"32220277","2020-03-30","Lancet"
"32220276","2020-03-30","Zhonghua Xue Ye Xue Za Zhi"
"32220275","2020-03-30","Zhonghua Liu Xing Bing Xue Za Zhi"
"32220243","2020-03-30","Crit Care"
"32220236","2020-03-30","Crit Care"
"32221725","2020-03-30","Eur J Clin Microbiol Infect Dis"
"32221693","2020-03-30","Graefes Arch Clin Exp Ophthalmol"
"32221523","2020-03-30","Clin Infect Dis"
"32221519","2020-03-30","Clin Infect Dis"
"32221515","2020-03-30","Clin Infect Dis"
"32221514","2020-03-30","Nat Hum Behav"
"32221513","2020-03-30","Nat Hum Behav"
"32221512","2020-03-30","Nat Med"
"32221306","2020-03-30","Nat Commun"
"32221278","2020-03-30","Minerva Gastroenterol Dietol"
"32221172","2020-03-30","Anesth Analg"
"32221171","2020-03-30","Anesth Analg"
"32221165","2020-03-30","Pediatr Infect Dis J"
"32221153","2020-03-30","J Chin Med Assoc"
"32221132","2020-03-30","Chin Med J (Engl)"
"32221117","2020-03-30","Ann Surg"
"32221059","2020-03-30","J Neurosci Nurs"
"32221023","2020-03-30","Int J Gynecol Cancer"
"32221003","2020-03-30","Vet Rec"
"32221002","2020-03-30","Vet Rec"
"32221001","2020-03-30","Vet Rec"
"32220991","2020-03-30","Vet Rec"
"32220989","2020-03-30","Vet Rec"
"32220986","2020-03-30","Vet Rec"
"32220930","2020-03-30","Clin J Am Soc Nephrol"
"32220929","2020-03-30","BMJ"
"32220899","2020-03-30","BMJ"
"32220898","2020-03-30","BMJ"
"32220878","2020-03-30","BMJ"
"32220877","2020-03-30","BMJ"
"32220865","2020-03-30","BMJ"
"32220863","2020-03-30","BMJ"
"32220862","2020-03-30","BMJ"
"32220851","2020-03-30","BMJ"
"32220832","2020-03-30","BMJ"
"32220830","2020-03-30","Science"
"32220208","2020-03-29","N Engl J Med"
"32220207","2020-03-29","N Engl J Med"
"32220206","2020-03-29","N Engl J Med"
"32220205","2020-03-29","N Engl J Med"
"32220204","2020-03-29","N Engl J Med"
"32220203","2020-03-29","N Engl J Med"
"32220202","2020-03-29","N Engl J Med"
"32220201","2020-03-29","N Engl J Med"
"32220200","2020-03-29","N Engl J Med"
"32220181","2020-03-29","Sichuan Da Xue Xue Bao Yi Xue Ban"
"32220180","2020-03-29","Sichuan Da Xue Xue Bao Yi Xue Ban"
"32220179","2020-03-29","Sichuan Da Xue Xue Bao Yi Xue Ban"
"32220178","2020-03-29","Sichuan Da Xue Xue Bao Yi Xue Ban"
"32220177","2020-03-29","Sichuan Da Xue Xue Bao Yi Xue Ban"
"32220112","2020-03-29","J Thromb Haemost"
"32220066","2020-03-29","J Med Virol"
"32220035","2020-03-29","Acta Physiol (Oxf)"
"32220033","2020-03-29","J Intern Med"
"32220020","2020-03-29","J Eur Acad Dermatol Venereol"
"32220017","2020-03-29","Hepatology"
"32219995","2020-03-29","BJOG"
"32219888","2020-03-29","J Eur Acad Dermatol Venereol"
"32219885","2020-03-29","J Med Virol"
"32219882","2020-03-29","J Med Virol"
"32219871","2020-03-29","J Med Virol"
"32219857","2020-03-29","Australas J Dermatol"
"32219846","2020-03-29","Laryngoscope"
"32219845","2020-03-29","Hastings Cent Rep"
"32219814","2020-03-29","Zhonghua Yi Xue Yi Chuan Xue Za Zhi"
"32219674","2020-03-29","Ir J Med Sci"
"32219671","2020-03-29","J Relig Health"
"32219627","2020-03-29","Curr Med Sci"
"32219626","2020-03-29","Curr Med Sci"
"32219625","2020-03-29","Curr Med Sci"
"32219471","2020-03-29","Med Klin Intensivmed Notfmed"
"32219440","2020-03-29","QJM"
"32219429","2020-03-29","JAMA"
"32219428","2020-03-29","JAMA"
"32219410","2020-03-29","Ann Intern Med"
"32219398","2020-03-29","J Public Health (Oxf)"
"32219367","2020-03-29","JAMA"
"32219363","2020-03-29","JAMA Cardiol"
"32219362","2020-03-29","JAMA Cardiol"
"32219360","2020-03-29","JAMA"
"32219357","2020-03-29","JAMA Cardiol"
"32219356","2020-03-29","JAMA Cardiol"
"32219057","2020-03-29","Curr Trop Med Rep"
"32219006","2020-03-29","Quant Biol"
"32218915","2020-03-29","Infect Dis Rep"
"32218613","2020-03-29","Monatsschr Kinderheilkd"
"32218558","2020-03-29","Int J Occup Environ Med"
"32218554","2020-03-29","Int J Occup Environ Med"
"32218550","2020-03-29","Nature"
"32218548","2020-03-29","Nature"
"32218546","2020-03-29","Nature"
"32218527","2020-03-29","Nature"
"32218525","2020-03-29","Nat Med"
"32218340","2020-03-29","Int J Mol Sci"
"32218151","2020-03-29","Viruses"
"32218028","2020-03-29","Am J Nurs"
"32217947","2020-03-29","Anesth Analg"
"32217900","2020-03-29","J Comput Assist Tomogr"
"32217835","2020-03-29","J Clin Invest"
"32217834","2020-03-29","J Clin Invest"
"32217754","2020-03-29","BMJ"
"32217720","2020-03-29","Science"
"32217719","2020-03-29","Science"
"32217707","2020-03-29","Science"
"32217706","2020-03-29","Science"
"32217705","2020-03-29","Science"
"32217657","2020-03-29","Eur Respir J"
"32217650","2020-03-29","Eur Respir J"
"32217649","2020-03-29","Eur Respir J"
"32217624","2020-03-29","BMJ"
"32217618","2020-03-29","BMJ"
"32217609","2020-03-29","mBio"
"32217607","2020-03-29","BMJ"
"32217556","2020-03-29","BMJ"
"32217555","2020-03-29","BMJ"
"32217547","2020-03-29","BMJ"
"32217534","2020-03-29","BMJ"
"32217532","2020-03-29","BMJ"
"32217531","2020-03-29","BMJ"
"32217530","2020-03-29","BMJ"
"32217525","2020-03-29","BMJ"
"32217522","2020-03-29","BMJ"
"32217520","2020-03-29","BMJ"
"32217507","2020-03-29","JMIR Public Health Surveill"
"32217506","2020-03-29","JMIR Public Health Surveill"
"32217166","2020-03-29","Med Mal Infect"
"32217117","2020-03-29","Life Sci"
"32217113","2020-03-29","Am J Obstet Gynecol"
"32217104","2020-03-29","Travel Med Infect Dis"
"32217082","2020-03-29","Am J Kidney Dis"
"32216962","2020-03-29","Clin Radiol"
"32216961","2020-03-29","Clin Radiol"
"32216893","2020-03-29","Ann Emerg Med"
"32216872","2020-03-29","Elife"
"32216866","2020-03-29","Infect Control Hosp Epidemiol"
"32216865","2020-03-29","Disaster Med Public Health Prep"
"32216864","2020-03-29","Disaster Med Public Health Prep"
"32216863","2020-03-29","Psychol Med"
"32216858","2020-03-29","Disaster Med Public Health Prep"
"32216855","2020-03-29","BJPsych Bull"
"32216803","2020-03-29","Respir Res"
"32216719","2020-03-29","Radiology"
"32216717","2020-03-29","Radiology"
"32216698","2020-03-29","Physiol Rev"
"32216653","2020-03-29","JCO Glob Oncol"
"32216640","2020-03-29","Circulation"
"32216634","2020-03-29","Med Anthropol"
"32216577","2020-03-29","Physiol Genomics"
"32216550","2020-03-29","J Gerontol Soc Work"
"32216718","2020-03-29","Radiology"
"32216248","2020-03-28","Salud Publica Mex"
"32216186","2020-03-28","Rev Med Suisse"
"32216132","2020-03-28","J Am Geriatr Soc"
"32216130","2020-03-28","Dermatol Ther"
"32216114","2020-03-28","Protein Sci"
"32216110","2020-03-28","J Gastroenterol Hepatol"
"32215977","2020-03-28","Acad Emerg Med"
"32215956","2020-03-28","J Gastroenterol Hepatol"
"32215952","2020-03-28","J Eur Acad Dermatol Venereol"
"32215931","2020-03-28","J Adv Nurs"
"32215898","2020-03-28","Rofo"
"32215896","2020-03-28","Laryngorhinootologie"
"32215807","2020-03-28","J Pharmacokinet Pharmacodyn"
"32215760","2020-03-28","Pharm Res"
"32215691","2020-03-28","Eur Radiol"
"32215677","2020-03-28","Eur J Nucl Med Mol Imaging"
"32215647","2020-03-28","JAMA"
"32215641","2020-03-28","JAMA"
"32215622","2020-03-28","Clin Infect Dis"
"32215618","2020-03-28","Clin Infect Dis"
"32215613","2020-03-28","Clin Infect Dis"
"32215598","2020-03-28","JAMA Pediatr"
"32215590","2020-03-28","JAMA"
"32215589","2020-03-28","JAMA"
"32215581","2020-03-28","JAMA"
"32215579","2020-03-28","JAMA"
"32215548","2020-03-28","J Crohns Colitis"
"32215535","2020-03-28","Epidemiol Serv Saude"
"32215461","2020-03-28","Rev Soc Bras Med Trop"
"32215365","2020-03-28","Gen Psychiatr"
"32214286","2020-03-28","Pain Physician"
"32214232","2020-03-28","Nat Rev Gastroenterol Hepatol"
"32214231","2020-03-28","Nat Rev Gastroenterol Hepatol"
"32214086","2020-03-28","MMWR Morb Mortal Wkly Rep"
"32214083","2020-03-28","MMWR Morb Mortal Wkly Rep"
"32214079","2020-03-28","MMWR Morb Mortal Wkly Rep"
"32213786","2020-03-28","Obstet Gynecol"
"32213775","2020-03-28","Psychother Psychosom"
"32213760","2020-03-28","Drug Discov Ther"
"32213700","2020-03-28","J Clin Ethics"
"32213647","2020-03-28","Science"
"32213646","2020-03-28","Science"
"32213556","2020-03-28","Gut"
"32213508","2020-03-28","BMJ"
"32213507","2020-03-28","BMJ"
"32213506","2020-03-28","BMJ"
"32213488","2020-03-28","BMJ"
"32213487","2020-03-28","BMJ"
"32213482","2020-03-28","BMJ"
"32213480","2020-03-28","BMJ"
"32213476","2020-03-28","JMIR Ment Health"
"32213339","2020-03-28","Lancet Oncol"
"32213337","2020-03-28","Lancet Infect Dis"
"32213336","2020-03-28","Lancet Infect Dis"
"32213335","2020-03-28","Lancet Infect Dis"
"32213332","2020-03-28","Lancet Infect Dis"
"32213330","2020-03-28","Lancet Infect Dis"
"32213329","2020-03-28","Lancet Infect Dis"
"32213326","2020-03-28","Lancet Child Adolesc Health"
"32213325","2020-03-28","Lancet Glob Health"
"32213307","2020-03-28","J Am Acad Dermatol"
"32213305","2020-03-28","J Am Acad Dermatol"
"32213270","2020-03-28","Zhonghua Liu Xing Bing Xue Za Zhi"
"32213269","2020-03-28","Zhonghua Liu Xing Bing Xue Za Zhi"
"32213268","2020-03-28","Zhonghua Liu Xing Bing Xue Za Zhi"
"32213267","2020-03-28","Zhonghua Bing Li Xue Za Zhi"
"32213232","2020-03-28","Infect Control Hosp Epidemiol"
"32213231","2020-03-28","Infect Control Hosp Epidemiol"
"32213224","2020-03-28","CJEM"
"32213152","2020-03-28","Antiinflamm Antiallergy Agents Med Chem"
"32213081","2020-03-28","Am J Public Health"
"32212981","2020-03-28","Hum Gene Ther"
"32212942","2020-03-28","Med Anthropol"
"32212931","2020-03-28","Med Anthropol"
"32212930","2020-03-28","Med Anthropol"
"32212881","2020-03-28","Immunotherapy"
"32212779","2020-03-28","Asian Pac J Cancer Prev"
"32212540","2020-03-27","N Engl J Med"
"32212516","2020-03-27","N Engl J Med"
"32212513","2020-03-27","Fa Yi Xue Za Zhi"
"32212512","2020-03-27","Fa Yi Xue Za Zhi"
