"Refid","Author","Title","Abstract","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Opthomology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Pathology","Speciality Bucket -> Peds","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Urology","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality observational  studies (cohort, case-control studies, etc.)","Type Bucket -> High quality experimental studies (RCTs)","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Lab studies","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Statistical modelling/analytical studies","Type Bucket -> Incorrect Coronavirus","Type Bucket -> Not in English","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"901",",  ","[Medical management and prevention instruction of chronic obstructive pulmonary disease during the coronavirus disease 2019 epidemic].","Currently, coronavirus disease 2019 (COVID-19) was of clustering onset in China and challenging to the Chinese healthcare system. Epidemiological data showed that the older patients with chronic commodities were at high risk of the involvement of the severe and critical type of COVID-19, especially patients with chronic obstructive pulmonary disease (COPD) resulting in high mortalities. There were nearly 100 million COPD patients in China, and most of them were the elderly. Once infected with COVID-19, it would be life-threatening for the COPD patients. Therefore, during the epidemic, it was of vital significance for us to attach great importance to optimize the management of COPD patients. Based on these considerations, the COPD Group of the Chinese Thoracic Society (CTS) and the COPD working Committee of the Chinese Association of Chest Physicians (CACP) altogether drafted the instruction for medical management and prevention of COPD during the COVID-19 epidemic period for the healthcare practitioner and patients.  ","Mar 2020","Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases","32153171","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,"Respirology",,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"901",",  ","[Medical management and prevention instruction of chronic obstructive pulmonary disease during the coronavirus disease 2019 epidemic].","Currently, coronavirus disease 2019 (COVID-19) was of clustering onset in China and challenging to the Chinese healthcare system. Epidemiological data showed that the older patients with chronic commodities were at high risk of the involvement of the severe and critical type of COVID-19, especially patients with chronic obstructive pulmonary disease (COPD) resulting in high mortalities. There were nearly 100 million COPD patients in China, and most of them were the elderly. Once infected with COVID-19, it would be life-threatening for the COPD patients. Therefore, during the epidemic, it was of vital significance for us to attach great importance to optimize the management of COPD patients. Based on these considerations, the COPD Group of the Chinese Thoracic Society (CTS) and the COPD working Committee of the Chinese Association of Chest Physicians (CACP) altogether drafted the instruction for medical management and prevention of COPD during the COVID-19 epidemic period for the healthcare practitioner and patients.  ","Mar 2020","Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases","32153171","Meghanglibbery","1","Yes",,,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not in English",,,,"Yes",
"902","N Yao, SN Wang, JQ Lian, YT Sun, GF Zhang, WZ Kang, W Kang","[Clinical characteristics and influencing factors of patients with novel coronavirus pneumonia combined with liver injury in Shaanxi region]."," To understand the clinical characteristics, change of liver function, influencing factors and prognosis in hospitalized patients with coronavirus disease-19 (COVID-19) combined with liver injury.  The general conditions, biochemical indicators of liver, blood clotting mechanism, routine blood test, UGT1A1 * 28 gene polymorphism and other data of 40 cases with COVID-19 admitted to the isolation ward of Tangdu Hospital were retrospectively analyzed. The clinical characteristics, influencing factors and prognosis of liver injury in patients with liver injury group and those with normal liver function group were compared. The mean of two samples in univariate analysis was compared by t-test and analysis of variance. The counting data was measured by (2) tests. The non-normal distribution measurement data were described by the median, and the non-parametric test was used. Statistically significant influencing factors were used as the independent variables in univariate analysis. Multiple logistic regression analysis was used to analyze the main influencing factors of liver injury.  Of the 40 cases, 25 were male (62.5%) and 15 were female (37.5%), aged 22 to 83 (53.87 ± 15.84) years. Liver injury was occurred in 22 cases (55%) during the course of the disease. Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) level was initially increased (4.4 to 3.5 times of the normal value) along with decrease of albumin in the second week, and the difference was statistically significant ( < 0.001). Ten cases (43.5%) had highest abnormal total blood bilirubin (54.1 μmol/ L). There was no correlation between the increase in transaminase and the increase in total blood bilirubin ( = -0.006,  = 0.972). Three cases had prothrombin activity (PTA) of ≤ 50%, 10 cases had elevated FDP, and 13 cases had elevated D-dimer, all of whom were severe or critically ill. Liver function injury was more likely to occur in patients who used many types of drugs and large amounts of hormones ( = 0.002,  = 0.031), and there was no correlation with the TA6TA7 mutation in the UGT1A1 * 28 gene locus. Multiple regression analysis showed that the occurrence of liver injury was only related to critical illness. The liver function of all patients had recovered within one week after conventional liver protection treatment.  COVID-19 combined with liver function injury may be due to the slight elevation of transaminase, mostly around the second week of the disease course. Severe patients have a higher proportion of liver injury, and critical type is an independent risk factor for liver injury.  ","Mar 2020","Zhonghua gan zang bing za zhi = Zhonghua ganzangbing zazhi = Chinese journal of hepatology","32153170","Daniellevin","1","Yes","Case Series/Report",,,,,,"Gastroenterology",,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"902","N Yao, SN Wang, JQ Lian, YT Sun, GF Zhang, WZ Kang, W Kang","[Clinical characteristics and influencing factors of patients with novel coronavirus pneumonia combined with liver injury in Shaanxi region]."," To understand the clinical characteristics, change of liver function, influencing factors and prognosis in hospitalized patients with coronavirus disease-19 (COVID-19) combined with liver injury.  The general conditions, biochemical indicators of liver, blood clotting mechanism, routine blood test, UGT1A1 * 28 gene polymorphism and other data of 40 cases with COVID-19 admitted to the isolation ward of Tangdu Hospital were retrospectively analyzed. The clinical characteristics, influencing factors and prognosis of liver injury in patients with liver injury group and those with normal liver function group were compared. The mean of two samples in univariate analysis was compared by t-test and analysis of variance. The counting data was measured by (2) tests. The non-normal distribution measurement data were described by the median, and the non-parametric test was used. Statistically significant influencing factors were used as the independent variables in univariate analysis. Multiple logistic regression analysis was used to analyze the main influencing factors of liver injury.  Of the 40 cases, 25 were male (62.5%) and 15 were female (37.5%), aged 22 to 83 (53.87 ± 15.84) years. Liver injury was occurred in 22 cases (55%) during the course of the disease. Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) level was initially increased (4.4 to 3.5 times of the normal value) along with decrease of albumin in the second week, and the difference was statistically significant ( < 0.001). Ten cases (43.5%) had highest abnormal total blood bilirubin (54.1 μmol/ L). There was no correlation between the increase in transaminase and the increase in total blood bilirubin ( = -0.006,  = 0.972). Three cases had prothrombin activity (PTA) of ≤ 50%, 10 cases had elevated FDP, and 13 cases had elevated D-dimer, all of whom were severe or critically ill. Liver function injury was more likely to occur in patients who used many types of drugs and large amounts of hormones ( = 0.002,  = 0.031), and there was no correlation with the TA6TA7 mutation in the UGT1A1 * 28 gene locus. Multiple regression analysis showed that the occurrence of liver injury was only related to critical illness. The liver function of all patients had recovered within one week after conventional liver protection treatment.  COVID-19 combined with liver function injury may be due to the slight elevation of transaminase, mostly around the second week of the disease course. Severe patients have a higher proportion of liver injury, and critical type is an independent risk factor for liver injury.  ","Mar 2020","Zhonghua gan zang bing za zhi = Zhonghua ganzangbing zazhi = Chinese journal of hepatology","32153170","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not in English",,,,"Yes",
"906","YG Song, HS Shin","COVID-19, A Clinical Syndrome Manifesting as Hypersensitivity Pneumonitis.",,"03 2020","Infection & chemotherapy","32153144","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,"Respirology",,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"906","YG Song, HS Shin","COVID-19, A Clinical Syndrome Manifesting as Hypersensitivity Pneumonitis.",,"03 2020","Infection & chemotherapy","32153144","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"909","MA Martinez","Compounds with therapeutic potential against novel respiratory 2019 coronavirus.","Currently, the expansion of the novel human respiratory coronavirus (known as: SARS-CoV-2, COVID-2019, or 2019-nCoV) has stressed the need for therapeutic alternatives to alleviate and stop this new epidemic. The previous epidemics of high-morbidity human coronaviruses, such as the acute respiratory syndrome coronavirus (SARS-CoV) in 2003, and the Middle East respiratory syndrome corona virus (MERS-CoV) in 2012, prompted the characterization of compounds that could be potentially active against the currently emerging novel coronavirus SARS-CoV-2. The most promising compound is remdesivir (GS-5734), a nucleotide analog prodrug currently in clinical trials for treating Ebola virus infections. Remdesivir inhibited the replication of SARS-CoV and MERS-CoV in tissue cultures, and it displayed efficacy in non-human animal models. In addition, a combination of the human immunodeficiency virus type 1 (HIV-1) protease inhibitors, lopinavir/ritonavir, and interferon beta (LPV/RTV-INFb) were shown to be effective in patients infected with SARS-CoV. LPV/RTV-INFb also improved clinical parameters in marmosets and mice infected with MERS-CoV. Remarkably, the therapeutic efficacy of remdesivir appeared to be superior to that of LPV/RTV-INFb against MERS-CoV in a transgenic humanized mice model. The relatively high mortality rates associated with these three novel human coronavirus infections, SARS-CoV, MERS-CoV, and SARS-CoV-2, has suggested that pro-inflammatory responses might play a role in the pathogenesis. It remains unknown whether the generated inflammatory state should be targeted. Therapeutics that target the coronavirus alone might not be able to reverse highly pathogenic infections. This minireview aimed to provide a summary of therapeutic compounds that showed potential in fighting SARS-CoV-2 infections.  ","Mar 2020","Antimicrobial agents and chemotherapy","32152082","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,,,,"Yes",
"909","MA Martinez","Compounds with therapeutic potential against novel respiratory 2019 coronavirus.","Currently, the expansion of the novel human respiratory coronavirus (known as: SARS-CoV-2, COVID-2019, or 2019-nCoV) has stressed the need for therapeutic alternatives to alleviate and stop this new epidemic. The previous epidemics of high-morbidity human coronaviruses, such as the acute respiratory syndrome coronavirus (SARS-CoV) in 2003, and the Middle East respiratory syndrome corona virus (MERS-CoV) in 2012, prompted the characterization of compounds that could be potentially active against the currently emerging novel coronavirus SARS-CoV-2. The most promising compound is remdesivir (GS-5734), a nucleotide analog prodrug currently in clinical trials for treating Ebola virus infections. Remdesivir inhibited the replication of SARS-CoV and MERS-CoV in tissue cultures, and it displayed efficacy in non-human animal models. In addition, a combination of the human immunodeficiency virus type 1 (HIV-1) protease inhibitors, lopinavir/ritonavir, and interferon beta (LPV/RTV-INFb) were shown to be effective in patients infected with SARS-CoV. LPV/RTV-INFb also improved clinical parameters in marmosets and mice infected with MERS-CoV. Remarkably, the therapeutic efficacy of remdesivir appeared to be superior to that of LPV/RTV-INFb against MERS-CoV in a transgenic humanized mice model. The relatively high mortality rates associated with these three novel human coronavirus infections, SARS-CoV, MERS-CoV, and SARS-CoV-2, has suggested that pro-inflammatory responses might play a role in the pathogenesis. It remains unknown whether the generated inflammatory state should be targeted. Therapeutics that target the coronavirus alone might not be able to reverse highly pathogenic infections. This minireview aimed to provide a summary of therapeutic compounds that showed potential in fighting SARS-CoV-2 infections.  ","Mar 2020","Antimicrobial agents and chemotherapy","32152082","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,"ICU",,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,,"Yes",
"916","H Chen, J Guo, C Wang, F Luo, X Yu, W Zhang, J Li, D Zhao, D Xu, Q Gong, J Liao, H Yang, W Hou, Y Zhang","Clinical characteristics and intrauterine vertical transmission potential of COVID-19 infection in nine pregnant women: a retrospective review of medical records.","BACKGROUND: Previous studies on the pneumonia outbreak caused by the 2019 novel coronavirus disease (COVID-19) were based on information from the general population. Limited data are available for pregnant women with COVID-19 pneumonia. This study aimed to evaluate the clinical characteristics of COVID-19 in pregnancy and the intrauterine vertical transmission potential of COVID-19 infection.  METHODS: Clinical records, laboratory results, and chest CT scans were retrospectively reviewed for nine pregnant women with laboratory-confirmed COVID-19 pneumonia (ie, with maternal throat swab samples that were positive for severe acute respiratory syndrome coronavirus 2 [SARS-CoV-2]) who were admitted to Zhongnan Hospital of Wuhan University, Wuhan, China, from Jan 20 to Jan 31, 2020. Evidence of intrauterine vertical transmission was assessed by testing for the presence of SARS-CoV-2 in amniotic fluid, cord blood, and neonatal throat swab samples. Breastmilk samples were also collected and tested from patients after the first lactation.  FINDINGS: All nine patients had a caesarean section in their third trimester. Seven patients presented with a fever. Other symptoms, including cough (in four of nine patients), myalgia (in three), sore throat (in two), and malaise (in two), were also observed. Fetal distress was monitored in two cases. Five of nine patients had lymphopenia (<1·0 × 10⁹ cells per L). Three patients had increased aminotransferase concentrations. None of the patients developed severe COVID-19 pneumonia or died, as of Feb 4, 2020. Nine livebirths were recorded. No neonatal asphyxia was observed in newborn babies. All nine livebirths had a 1-min Apgar score of 8-9 and a 5-min Apgar score of 9-10. Amniotic fluid, cord blood, neonatal throat swab, and breastmilk samples from six patients were tested for SARS-CoV-2, and all samples tested negative for the virus.  INTERPRETATION: The clinical characteristics of COVID-19 pneumonia in pregnant women were similar to those reported for non-pregnant adult patients who developed COVID-19 pneumonia. Findings from this small group of cases suggest that there is currently no evidence for intrauterine infection caused by vertical transmission in women who develop COVID-19 pneumonia in late pregnancy.  FUNDING: Hubei Science and Technology Plan, Wuhan University Medical Development Plan.  ","03 2020","Lancet (London, England)","32151335","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,,"Yes",
"916","H Chen, J Guo, C Wang, F Luo, X Yu, W Zhang, J Li, D Zhao, D Xu, Q Gong, J Liao, H Yang, W Hou, Y Zhang","Clinical characteristics and intrauterine vertical transmission potential of COVID-19 infection in nine pregnant women: a retrospective review of medical records.","BACKGROUND: Previous studies on the pneumonia outbreak caused by the 2019 novel coronavirus disease (COVID-19) were based on information from the general population. Limited data are available for pregnant women with COVID-19 pneumonia. This study aimed to evaluate the clinical characteristics of COVID-19 in pregnancy and the intrauterine vertical transmission potential of COVID-19 infection.  METHODS: Clinical records, laboratory results, and chest CT scans were retrospectively reviewed for nine pregnant women with laboratory-confirmed COVID-19 pneumonia (ie, with maternal throat swab samples that were positive for severe acute respiratory syndrome coronavirus 2 [SARS-CoV-2]) who were admitted to Zhongnan Hospital of Wuhan University, Wuhan, China, from Jan 20 to Jan 31, 2020. Evidence of intrauterine vertical transmission was assessed by testing for the presence of SARS-CoV-2 in amniotic fluid, cord blood, and neonatal throat swab samples. Breastmilk samples were also collected and tested from patients after the first lactation.  FINDINGS: All nine patients had a caesarean section in their third trimester. Seven patients presented with a fever. Other symptoms, including cough (in four of nine patients), myalgia (in three), sore throat (in two), and malaise (in two), were also observed. Fetal distress was monitored in two cases. Five of nine patients had lymphopenia (<1·0 × 10⁹ cells per L). Three patients had increased aminotransferase concentrations. None of the patients developed severe COVID-19 pneumonia or died, as of Feb 4, 2020. Nine livebirths were recorded. No neonatal asphyxia was observed in newborn babies. All nine livebirths had a 1-min Apgar score of 8-9 and a 5-min Apgar score of 9-10. Amniotic fluid, cord blood, neonatal throat swab, and breastmilk samples from six patients were tested for SARS-CoV-2, and all samples tested negative for the virus.  INTERPRETATION: The clinical characteristics of COVID-19 pneumonia in pregnant women were similar to those reported for non-pregnant adult patients who developed COVID-19 pneumonia. Findings from this small group of cases suggest that there is currently no evidence for intrauterine infection caused by vertical transmission in women who develop COVID-19 pneumonia in late pregnancy.  FUNDING: Hubei Science and Technology Plan, Wuhan University Medical Development Plan.  ","03 2020","Lancet (London, England)","32151335","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,,"Yes",
"917","J Qiao","What are the risks of COVID-19 infection in pregnant women?",,"03 2020","Lancet (London, England)","32151334","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"917","J Qiao","What are the risks of COVID-19 infection in pregnant women?",,"03 2020","Lancet (London, England)","32151334","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"919","C Wenham, J Smith, R Morgan,  ","COVID-19: the gendered impacts of the outbreak.",,"03 2020","Lancet (London, England)","32151325","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"919","C Wenham, J Smith, R Morgan,  ","COVID-19: the gendered impacts of the outbreak.",,"03 2020","Lancet (London, England)","32151325","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"921","D De Luca","Managing neonates with respiratory failure due to SARS-CoV-2.",,"04 2020","The Lancet. Child & adolescent health","32151320","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,,"Yes",
"921","D De Luca","Managing neonates with respiratory failure due to SARS-CoV-2.",,"04 2020","The Lancet. Child & adolescent health","32151320","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,,"Yes",
"922","J Wang, Y Shi","Managing neonates with respiratory failure due to SARS-CoV-2 - Authors' reply.",,"04 2020","The Lancet. Child & adolescent health","32151318","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,,"Yes",
"922","J Wang, Y Shi","Managing neonates with respiratory failure due to SARS-CoV-2 - Authors' reply.",,"04 2020","The Lancet. Child & adolescent health","32151318","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"923","MF Liew, WT Siow, G MacLaren, KC See","Preparing for COVID-19: early experience from an intensive care unit in Singapore.",,"03 2020","Critical care (London, England)","32151274","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,"ICU",,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,,"Yes",
"923","MF Liew, WT Siow, G MacLaren, KC See","Preparing for COVID-19: early experience from an intensive care unit in Singapore.",,"03 2020","Critical care (London, England)","32151274","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"925","M Cascella, M Rajnik, A Cuomo, SC Dulebohn, R Di Napoli","Features, Evaluation and Treatment Coronavirus (COVID-19)","According to the World Health Organization (WHO), viral diseases continue to emerge and represent a serious issue to public health. In the last twenty years, several viral epidemics such as the severe acute respiratory syndrome coronavirus (SARS-CoV) in 2002 to 2003, and H1N1 influenza in 2009, have been recorded. Most recently, the Middle East respiratory syndrome coronavirus (MERS-CoV) was first identified in Saudi Arabia in 2012. In a timeline that reaches the present day, an epidemic of cases with unexplained low respiratory infections detected in Wuhan, the largest metropolitan area in China's Hubei province, was first reported to the WHO Country Office in China, on December 31, 2019. Published literature can trace the beginning of symptomatic individuals back to the beginning of December 2019. As they were unable to identify the causative agent, these first cases were classified as ""pneumonia of unknown etiology."" The Chinese Center for Disease Control and Prevention (CDC) and local CDCs organized an intensive outbreak investigation program. The etiology of this illness is now attributed to a novel virus belonging to the coronavirus (CoV) family. On February 11, 2020, the WHO Director-General, Dr. Tedros Adhanom Ghebreyesus, announced that the disease caused by this new CoV was a ""COVID-19,"" which is the acronym of ""coronavirus disease 2019"". In the past twenty years, two additional coronavirus epidemics have occurred. SARS-CoV provoked a large-scale epidemic beginning in China and involving two dozen countries with approximately 8000 cases and 800 deaths, and the MERS-CoV that began in Saudi Arabia and has approximately 2,500 cases and 800 deaths and still causes as sporadic cases. This new virus seems to be very contagious and has quickly spread globally. In a meeting on January 30, 2020, per the International Health Regulations (IHR, 2005), the outbreak was declared by the WHO a Public Health Emergency of International Concern (PHEIC) as it had spread to 18 countries with four countries reporting human-to-human transmission. An additional landmark occurred on February 26, 2020, as the first case of the disease, not imported from China, was recorded in the United States.  Initially, the new virus was called 2019-nCoV. Subsequently, the task of experts of the International Committee on Taxonomy of Viruses (ICTV) termed it the SARS-CoV-2 virus as it is very similar to the one that caused the SARS outbreak (SARS-CoVs). The CoVs have become the major pathogens of emerging respiratory disease outbreaks. They are a large family of single-stranded RNA viruses (+ssRNA) that can be isolated in different animal species.[1] For reasons yet to be explained, these viruses can cross species barriers and can cause, in humans, illness ranging from the common cold to more severe diseases such as MERS and SARS. Interestingly, these latter viruses have probably originated from bats and then moving into other mammalian hosts — the Himalayan palm civet for SARS-CoV, and the dromedary camel for MERS-CoV — before jumping to humans. The dynamics of SARS-Cov-2 are currently unknown, but there is speculation that it also has an animal origin. The potential for these viruses to grow to become a pandemic worldwide seems to be a serious public health risk. Concerning COVID-19, the WHO raised the threat to the CoV epidemic to the ""very high"" level, on February 28, 2020. Probably, the effects of the epidemic caused by the new CoV has yet to emerge as the situation is quickly evolving. On March 11, as the number of COVID-19 cases outside China has increased 13 times and the number of countries involved has tripled with more than 118,000 cases in 114 countries and over 4,000 deaths, WHO declared the COVID-19 a pandemic. World governments are at work to establish countermeasures to stem possible devastating effects. Health organizations coordinate information flows and issues directives and guidelines to best mitigate the impact of the threat. At the same time, scientists around the world work tirelessly, and information about the transmission mechanisms, the clinical spectrum of disease, new diagnostics, and prevention and therapeutic strategies are rapidly developing. Many uncertainties remain with regard to both the virus-host interaction and the evolution of the epidemic, with specific reference to the times when the epidemic will reach its peak. At the moment, the therapeutic strategies to deal with the infection are only supportive, and prevention aimed at reducing transmission in the community is our best weapon. Aggressive isolation measures in China have led to a progressive reduction of cases in the last few days. In Italy, in geographic regions of the north, initially, and subsequently throughout the peninsula, political and health authorities are making incredible efforts to contain a shock wave that is severely testing the health system.  In the midst of the crisis, the authors have chosen to use the ""Statpearls"" platform because, within the PubMed scenario, it represents a unique tool that may allow them to make updates in real-time. The aim, therefore, is to collect information and scientific evidence and to provide an overview of the topic that will be continuously updated.  ","01 2020","StatPearls","32150360","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"925","M Cascella, M Rajnik, A Cuomo, SC Dulebohn, R Di Napoli","Features, Evaluation and Treatment Coronavirus (COVID-19)","According to the World Health Organization (WHO), viral diseases continue to emerge and represent a serious issue to public health. In the last twenty years, several viral epidemics such as the severe acute respiratory syndrome coronavirus (SARS-CoV) in 2002 to 2003, and H1N1 influenza in 2009, have been recorded. Most recently, the Middle East respiratory syndrome coronavirus (MERS-CoV) was first identified in Saudi Arabia in 2012. In a timeline that reaches the present day, an epidemic of cases with unexplained low respiratory infections detected in Wuhan, the largest metropolitan area in China's Hubei province, was first reported to the WHO Country Office in China, on December 31, 2019. Published literature can trace the beginning of symptomatic individuals back to the beginning of December 2019. As they were unable to identify the causative agent, these first cases were classified as ""pneumonia of unknown etiology."" The Chinese Center for Disease Control and Prevention (CDC) and local CDCs organized an intensive outbreak investigation program. The etiology of this illness is now attributed to a novel virus belonging to the coronavirus (CoV) family. On February 11, 2020, the WHO Director-General, Dr. Tedros Adhanom Ghebreyesus, announced that the disease caused by this new CoV was a ""COVID-19,"" which is the acronym of ""coronavirus disease 2019"". In the past twenty years, two additional coronavirus epidemics have occurred. SARS-CoV provoked a large-scale epidemic beginning in China and involving two dozen countries with approximately 8000 cases and 800 deaths, and the MERS-CoV that began in Saudi Arabia and has approximately 2,500 cases and 800 deaths and still causes as sporadic cases. This new virus seems to be very contagious and has quickly spread globally. In a meeting on January 30, 2020, per the International Health Regulations (IHR, 2005), the outbreak was declared by the WHO a Public Health Emergency of International Concern (PHEIC) as it had spread to 18 countries with four countries reporting human-to-human transmission. An additional landmark occurred on February 26, 2020, as the first case of the disease, not imported from China, was recorded in the United States.  Initially, the new virus was called 2019-nCoV. Subsequently, the task of experts of the International Committee on Taxonomy of Viruses (ICTV) termed it the SARS-CoV-2 virus as it is very similar to the one that caused the SARS outbreak (SARS-CoVs). The CoVs have become the major pathogens of emerging respiratory disease outbreaks. They are a large family of single-stranded RNA viruses (+ssRNA) that can be isolated in different animal species.[1] For reasons yet to be explained, these viruses can cross species barriers and can cause, in humans, illness ranging from the common cold to more severe diseases such as MERS and SARS. Interestingly, these latter viruses have probably originated from bats and then moving into other mammalian hosts — the Himalayan palm civet for SARS-CoV, and the dromedary camel for MERS-CoV — before jumping to humans. The dynamics of SARS-Cov-2 are currently unknown, but there is speculation that it also has an animal origin. The potential for these viruses to grow to become a pandemic worldwide seems to be a serious public health risk. Concerning COVID-19, the WHO raised the threat to the CoV epidemic to the ""very high"" level, on February 28, 2020. Probably, the effects of the epidemic caused by the new CoV has yet to emerge as the situation is quickly evolving. On March 11, as the number of COVID-19 cases outside China has increased 13 times and the number of countries involved has tripled with more than 118,000 cases in 114 countries and over 4,000 deaths, WHO declared the COVID-19 a pandemic. World governments are at work to establish countermeasures to stem possible devastating effects. Health organizations coordinate information flows and issues directives and guidelines to best mitigate the impact of the threat. At the same time, scientists around the world work tirelessly, and information about the transmission mechanisms, the clinical spectrum of disease, new diagnostics, and prevention and therapeutic strategies are rapidly developing. Many uncertainties remain with regard to both the virus-host interaction and the evolution of the epidemic, with specific reference to the times when the epidemic will reach its peak. At the moment, the therapeutic strategies to deal with the infection are only supportive, and prevention aimed at reducing transmission in the community is our best weapon. Aggressive isolation measures in China have led to a progressive reduction of cases in the last few days. In Italy, in geographic regions of the north, initially, and subsequently throughout the peninsula, political and health authorities are making incredible efforts to contain a shock wave that is severely testing the health system.  In the midst of the crisis, the authors have chosen to use the ""Statpearls"" platform because, within the PubMed scenario, it represents a unique tool that may allow them to make updates in real-time. The aim, therefore, is to collect information and scientific evidence and to provide an overview of the topic that will be continuously updated.  ","01 2020","StatPearls","32150360","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
