"Refid","Author","Title","Abstract","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> ENT","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> ICU","Speciality Bucket -> Infectious Disease","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Ophthalmology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Pathology","Speciality Bucket -> Pediatrics","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Urology","Type of Publication -> Evidence-based guidance documents and guidelines","Type of Publication -> Systematic review/meta analysis","Type of Publication -> Observational  studies","Type of Publication -> Experimental studies","Type of Publication -> Natural history studies","Type of Publication -> Case report","Type of Publication -> Lab studies","Type of Publication -> Reports of interventions/treatments","Type of Publication -> Imaging studies","Type of Publication -> Letter to the Editor/Narrative Review","Type of Publication -> Statistical modelling/analytical studies","Should this reference be included in the next stage? ",
"32277967","H Li, X Xiang, H Ren, L Xu, L Zhao, X Chen, H Long, Q Wang, Q Wu","SAA is a biomarker to distinguish the severity and prognosis of Coronavirus Disease 2019 (COVID-19).","BACKGROUND: To explore the significance of SAA in evaluating the severity and prognosis of COVID-19.  METHODS: A total of 132 patients with confirmed COVID-19 who were admitted to a designated COVID-19 hospital in Wuhan, China from January 18, 2020 to February 26, 2020 were collected. The dynamic changes of blood SAA, CRP, PCT, WBC, Lymphocyte (L), PLT, CT imaging, and disease progression were studied. All patients completed at least twice laboratory data collection and clinical condition assessment at three time points indicated for this study; The length of hospital stay was longer than 14 days prior to February 26, 2020.  RESULTS: COVID-19 patients had significantly increased SAA and CRP levels, while L count decreased, and PCT, WBC, and PLT were in the normal range. As disease progressed from mild to critically severe, SAA and CRP gradually increased, while L decreased, and PLT, WBC, and PCT had no significant changes; ROC curve analysis suggests that SAA/L, CRP, SAA, and L count are valuable in evaluating the severity of COVID-19 and distinguishing critically ill patients from mild ones; Patients with SAA consistently trending down during the course of disease have better prognosis, compared with the patients with SAA continuously rising; The initial SAA level is positively correlated with the dynamic changes of the serial CT scans. Patient with higher initial SAA level are more likely to have poor CT imaging.  CONCLUSIONS: SAA and L are sensitive indicators in evaluating the severity and prognosis of COVID-19. Monitoring dynamic changes of SAA, combined with CT imaging could be valuable in diagnosis and treatment of COVID-19.  ","Apr 2020","The Journal of infection","32277967","howdenje","1","Yes","Case Series/Report",,,,,,,,,"General",,"ICU",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,"Case report","Lab studies",,,,,"Yes",
"32277968","Y Zhu, ZH Gao, YL Liu, DY Xu, TM Guan, ZP Li, JY Kuang, XM Li, YY Yang, ST Feng","Clinical and CT imaging features of 2019 novel coronavirus disease (COVID-19).",,"Apr 2020","The Journal of infection","32277968","becky.jones","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,"Case report",,,"Imaging studies",,,"Yes",
"32277968","Y Zhu, ZH Gao, YL Liu, DY Xu, TM Guan, ZP Li, JY Kuang, XM Li, YY Yang, ST Feng","Clinical and CT imaging features of 2019 novel coronavirus disease (COVID-19).",,"Apr 2020","The Journal of infection","32277968","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,"Imaging studies",,,"Yes",
"32278005","D Ji, E Qin, J Xu, D Zhang, G Cheng, Y Wang, G Lau","Implication of non-alcoholic fatty liver diseases (NAFLD) in patients with COVID-19: a preliminary analysis.",,"Apr 2020","Journal of hepatology","32278005","becky.jones","1","Yes","Case Series/Report",,,,,,,"Gastroenterology",,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,"Yes",
"32278005","D Ji, E Qin, J Xu, D Zhang, G Cheng, Y Wang, G Lau","Implication of non-alcoholic fatty liver diseases (NAFLD) in patients with COVID-19: a preliminary analysis.",,"Apr 2020","Journal of hepatology","32278005","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,"Gastroenterology",,,,,"Infectious Disease",,"Internal Medicine",,,,,,,,,,,,,,,,,,,,"Observational  studies",,"Natural history studies",,,,,,,"Yes",
"32278018","A Kapoor, U Pandurangi, V Arora, A Gupta, A Jaswal, A Nabar, A Naik, N Naik, N Namboodiri, A Vora, R Yadav, A Saxena","Cardiovascular risks of hydroxychloroquine in treatment and prophylaxis of COVID-19 patients: A scientific statement from the Indian Heart Rhythm Society.",,"Apr 2020","Indian pacing and electrophysiology journal","32278018","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"Cardiology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"32278018","A Kapoor, U Pandurangi, V Arora, A Gupta, A Jaswal, A Nabar, A Naik, N Naik, N Namboodiri, A Vora, R Yadav, A Saxena","Cardiovascular risks of hydroxychloroquine in treatment and prophylaxis of COVID-19 patients: A scientific statement from the Indian Heart Rhythm Society.",,"Apr 2020","Indian pacing and electrophysiology journal","32278018","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,"Cardiology",,"Emergency Medicine",,,,,,,"ICU",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Narrative Review",,"Yes",
"32278065","F D'Amico, DC Baumgart, S Danese, L Peyrin-Biroulet","Diarrhea during COVID-19 infection: pathogenesis, epidemiology, prevention and management.","BACKGROUND AND AIMS: The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2 / COVID-19) pandemic is a worldwide emergency. An increasing number of diarrhea cases is reported. Here we investigate the epidemiology, clinical presentation, molecular mechanisms, management, and prevention of SARS-CoV-2 associated diarrhea.  METHODS: We searched on PubMed, EMBASE, and Web of Science up to March 2020 to identify studies documenting diarrhea and mechansism of intestinal inflammation in patients with confirmed diagnosis of SARS-CoV-2 infection.  RESULTS: Clinical studies show an incidence rate of diarrhea ranging from 2% to 50% of cases. It may precede or trail respiratory symptoms. A pooled analysis revealed an overall percentage of diarrhea onset of 10.4%. SARS-CoV uses the the angiotensin-converting enzyme 2 (ACE2) and the serine protease TMPRSS2 for S protein priming. ACE2 and TMPRSS2 are not only expressed in lung, but also in the small intestinal epithelia. ACE2 is expressed furthermore in the upper esophagus, liver, and colon. SARS-CoV-2 binding affinity to ACE2 is significantly higher (10-20 times) compared with SARS-CoV. Several reports indicate viral RNA shedding in stool detectable longer time period than in nasopharyngeal swabs. Current treatment is supportive, but several options appear promising and are the subject of investigation.  CONCLUSION: Diarrhea is a frequent presenting symptom in patients infected with SARS-CoV-2. Increasing evidence indicates possible fecal oral transmission, indicating the need for a rapid and effective modification of the screening and diagnostic algorithms. The optimal methods to prevent, manage, and treat diarrhea in COVID-19 infected patients are subjects of intensive research.  ","Apr 2020","Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association","32278065","becky.jones","1","Yes","Systematic Review",,,,"Emergency Medicine",,,"Gastroenterology",,,,,,,,,,,,,,,,,,,,,,,,,,"Systematic review/meta analysis",,,,,,,,,,"Yes",
"32278065","F D'Amico, DC Baumgart, S Danese, L Peyrin-Biroulet","Diarrhea during COVID-19 infection: pathogenesis, epidemiology, prevention and management.","BACKGROUND AND AIMS: The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2 / COVID-19) pandemic is a worldwide emergency. An increasing number of diarrhea cases is reported. Here we investigate the epidemiology, clinical presentation, molecular mechanisms, management, and prevention of SARS-CoV-2 associated diarrhea.  METHODS: We searched on PubMed, EMBASE, and Web of Science up to March 2020 to identify studies documenting diarrhea and mechansism of intestinal inflammation in patients with confirmed diagnosis of SARS-CoV-2 infection.  RESULTS: Clinical studies show an incidence rate of diarrhea ranging from 2% to 50% of cases. It may precede or trail respiratory symptoms. A pooled analysis revealed an overall percentage of diarrhea onset of 10.4%. SARS-CoV uses the the angiotensin-converting enzyme 2 (ACE2) and the serine protease TMPRSS2 for S protein priming. ACE2 and TMPRSS2 are not only expressed in lung, but also in the small intestinal epithelia. ACE2 is expressed furthermore in the upper esophagus, liver, and colon. SARS-CoV-2 binding affinity to ACE2 is significantly higher (10-20 times) compared with SARS-CoV. Several reports indicate viral RNA shedding in stool detectable longer time period than in nasopharyngeal swabs. Current treatment is supportive, but several options appear promising and are the subject of investigation.  CONCLUSION: Diarrhea is a frequent presenting symptom in patients infected with SARS-CoV-2. Increasing evidence indicates possible fecal oral transmission, indicating the need for a rapid and effective modification of the screening and diagnostic algorithms. The optimal methods to prevent, manage, and treat diarrhea in COVID-19 infected patients are subjects of intensive research.  ","Apr 2020","Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association","32278065","Meghanglibbery","1","Yes","Systematic Review",,,,"Emergency Medicine",,"Family Medicine",,,,,,"Infectious Disease",,,,,,,,,,,,,,,,,,,,,"Systematic review/meta analysis",,,"Natural history studies",,,,,,,"Yes",
"32278081","S Khan, L Jun,  Nawsherwan, R Siddique, Y Li, G Han, M Xue, G Nabi, J Liu","Association of COVID-19 infection with pregnancy outcomes in healthcare workers and general women.",,"Apr 2020","Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases","32278081","becky.jones","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,"OBGYN",,,,,"Pediatrics",,,,,,,,,,,,,"Case report",,,,,,"Yes",
"32278081","S Khan, L Jun,  Nawsherwan, R Siddique, Y Li, G Han, M Xue, G Nabi, J Liu","Association of COVID-19 infection with pregnancy outcomes in healthcare workers and general women.",,"Apr 2020","Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases","32278081","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,,,,,"Infectious Disease",,,,,,,"OBGYN",,,,,,,,,,,,,,,,,"Natural history studies","Case report",,,,,,"Yes",
"32278097","SN Etkind, AE Bone, N Lovell, RL Cripps, R Harding, IJ Higginson, KE Sleeman","The role and response of palliative care and hospice services in epidemics and pandemics: a rapid review to inform practice during the COVID-19 pandemic.","Cases of COVID-19 are escalating rapidly across the globe, with the mortality risk being especially high among those with existing illness and multimorbidity. This study aimed to synthesise evidence for the role and response of palliative care and hospice teams to viral epi/pandemics, to inform the COVID-19 pandemic response. We conducted a rapid systematic review according to PRISMA guidelines in five databases. Of 3094 papers identified, ten were included in this narrative synthesis. Included studies were from West Africa, Taiwan, Hong Kong, Singapore, the United States and Italy. All had an observational design. Findings were synthesised using a previously proposed framework according to 'systems' (policies, training and protocols, communication and coordination, data), 'staff' (deployment, skill mix, resilience), 'space' (community provision, use of technology) and 'stuff' (medicines and equipment, personal protective equipment). We conclude that hospice and palliative services have an essential role in the response to COVID-19 by: 1) responding rapidly and flexibly; 2) ensuring protocols for symptom management are available, and training non-specialists in their use; 3) being involved in triage; 4) considering shifting resources into the community; 5) considering redeploying volunteers to provide psychosocial and bereavement care; 6) facilitating camaraderie among staff and adopt measures to deal with stress; 7) using technology to communicate with patients and carers; 8) adopting standardised data collection systems to inform operational changes and improve care.  ","Apr 2020","Journal of pain and symptom management","32278097","becky.jones","1","Yes","Systematic Review",,,,,,,,,,,,,,,,,,,,,,"Palliative Care",,,,,,,,,,,"Systematic review/meta analysis",,,,,,,,,,"Yes",
"32278097","SN Etkind, AE Bone, N Lovell, RL Cripps, R Harding, IJ Higginson, KE Sleeman","The role and response of palliative care and hospice services in epidemics and pandemics: a rapid review to inform practice during the COVID-19 pandemic.","Cases of COVID-19 are escalating rapidly across the globe, with the mortality risk being especially high among those with existing illness and multimorbidity. This study aimed to synthesise evidence for the role and response of palliative care and hospice teams to viral epi/pandemics, to inform the COVID-19 pandemic response. We conducted a rapid systematic review according to PRISMA guidelines in five databases. Of 3094 papers identified, ten were included in this narrative synthesis. Included studies were from West Africa, Taiwan, Hong Kong, Singapore, the United States and Italy. All had an observational design. Findings were synthesised using a previously proposed framework according to 'systems' (policies, training and protocols, communication and coordination, data), 'staff' (deployment, skill mix, resilience), 'space' (community provision, use of technology) and 'stuff' (medicines and equipment, personal protective equipment). We conclude that hospice and palliative services have an essential role in the response to COVID-19 by: 1) responding rapidly and flexibly; 2) ensuring protocols for symptom management are available, and training non-specialists in their use; 3) being involved in triage; 4) considering shifting resources into the community; 5) considering redeploying volunteers to provide psychosocial and bereavement care; 6) facilitating camaraderie among staff and adopt measures to deal with stress; 7) using technology to communicate with patients and carers; 8) adopting standardised data collection systems to inform operational changes and improve care.  ","Apr 2020","Journal of pain and symptom management","32278097","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"ICU",,,,,,,,,,,"Palliative Care",,,,,,,,,,,,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"32278111","B Pichi, F Mazzola, A Bonsembiante, G Petruzzi, J Zocchi, S Moretto, A De Virgilio, R Pellini","CORONA-steps for tracheotomy in COVID-19 patients: A staff-safe method for airway management.",,"Apr 2020","Oral oncology","32278111","becky.jones","1","Yes","Narrative Review/Expert Opinion","Anesthesia",,,,,,,,,,"ICU",,,,,,,,,,,,,,,,,,,"Surgery",,"Evidence-based guidance documents and guidelines",,,,,,,,,,,"Yes",
"32278111","B Pichi, F Mazzola, A Bonsembiante, G Petruzzi, J Zocchi, S Moretto, A De Virgilio, R Pellini","CORONA-steps for tracheotomy in COVID-19 patients: A staff-safe method for airway management.",,"Apr 2020","Oral oncology","32278111","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion","Anesthesia",,,"Emergency Medicine",,,,,,,"ICU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"32278147","K Liang","Mathematical model of infection kinetics and its analysis for COVID-19, SARS and MERS.","The purpose of this paper is to reveal the spread rules of the three pneumonia: COVID-19, SARS and MERS. We compare the new spread characteristics of COVID-19 with those of SARS and MERS. By considering the growth rate and inhibition constant of infectious diseases, their propagation growth model is established. The parameters of the three coronavirus transmission growth models are obtained by nonlinear fitting. Parametric analysis shows that the growth rate of COVID-19 is about twice that of the SARS and MERS, and the COVID-19 doubling cycle is two to three days, suggesting that the number of COVID-19 patients would double in two to three days without human intervention. The infection inhibition constant in Hubei is two orders of magnitude lower than in other regions, which reasonably explains the situation of the COVID-19 outbreak in Hubei.  ","Apr 2020","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases","32278147","becky.jones","1","Yes","Statistical modelling/analytical study",,,,,,,,,,,,,,,,,,,,,,,,,"Public Health",,,,,,,,,,,,,,,,,"Statistical modelling/analytical studies","Yes",
"32278147","K Liang","Mathematical model of infection kinetics and its analysis for COVID-19, SARS and MERS.","The purpose of this paper is to reveal the spread rules of the three pneumonia: COVID-19, SARS and MERS. We compare the new spread characteristics of COVID-19 with those of SARS and MERS. By considering the growth rate and inhibition constant of infectious diseases, their propagation growth model is established. The parameters of the three coronavirus transmission growth models are obtained by nonlinear fitting. Parametric analysis shows that the growth rate of COVID-19 is about twice that of the SARS and MERS, and the COVID-19 doubling cycle is two to three days, suggesting that the number of COVID-19 patients would double in two to three days without human intervention. The infection inhibition constant in Hubei is two orders of magnitude lower than in other regions, which reasonably explains the situation of the COVID-19 outbreak in Hubei.  ","Apr 2020","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases","32278147","Meghanglibbery","1","Yes","Statistical modelling/analytical study",,,,,,,,,,,,"Infectious Disease",,,,,,,,,,,,,"Public Health",,,,,,,,,,,,,,,,,"Statistical modelling/analytical studies","Yes",
"32278168","C Frauenfelder, C Butler, B Hartley, L Cochrane, C Jephson, R Nash, R Hewitt, D Albert, M Wyatt, A Hall","Practical insights for paediatric otolaryngology surgical cases and performing microlaryngobronchoscopy during the COVID-19 pandemic.","Paediatric otolaryngology practice involves examining and operating in anatomical locations with high levels of aerosol generation and transmission of COVID-19 to treating clinicians, especially from the asymptomatic patient populations including children. During the COVID-19 pandemic all emergent otolaryngological conditions affecting the airway, oral, and nasal cavities should be managed medically where possible and any operating deferred. We present guidelines for operating on paediatric otolaryngological patients when necessary during the COVID-19 pandemic, and incorporate experience gathered during microlaryngobronchoscopy on a COVID-19 positive infant at our institution.  ","Mar 2020","International journal of pediatric otorhinolaryngology","32278168","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,"ENT",,,,,,,,,,,,,,,,,,,"Pediatrics",,,,,,"Surgery",,"Evidence-based guidance documents and guidelines",,,,,,,,,,,"Yes",
"32278168","C Frauenfelder, C Butler, B Hartley, L Cochrane, C Jephson, R Nash, R Hewitt, D Albert, M Wyatt, A Hall","Practical insights for paediatric otolaryngology surgical cases and performing microlaryngobronchoscopy during the COVID-19 pandemic.","Paediatric otolaryngology practice involves examining and operating in anatomical locations with high levels of aerosol generation and transmission of COVID-19 to treating clinicians, especially from the asymptomatic patient populations including children. During the COVID-19 pandemic all emergent otolaryngological conditions affecting the airway, oral, and nasal cavities should be managed medically where possible and any operating deferred. We present guidelines for operating on paediatric otolaryngological patients when necessary during the COVID-19 pandemic, and incorporate experience gathered during microlaryngobronchoscopy on a COVID-19 positive infant at our institution.  ","Mar 2020","International journal of pediatric otorhinolaryngology","32278168","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,"ENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"32278361","T Wang, R Chen, C Liu, W Liang, W Guan, R Tang, C Tang, N Zhang, N Zhong, S Li","Attention should be paid to venous thromboembolism prophylaxis in the management of COVID-19.",,"Apr 2020","The Lancet. Haematology","32278361","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,"Hematology",,,,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,"Letter to the Editor/Narrative Review",,"Yes",
"32278361","T Wang, R Chen, C Liu, W Liang, W Guan, R Tang, C Tang, N Zhang, N Zhong, S Li","Attention should be paid to venous thromboembolism prophylaxis in the management of COVID-19.",,"Apr 2020","The Lancet. Haematology","32278361","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,"Hematology","ICU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"32278670","H Barrasa, J Rello, S Tejada, A Martín, G Balziskueta, C Vinuesa, B Fernández-Miret, A Villagra, A Vallejo, AS Sebastián, S Cabañes, S Iribarren, F Fonseca, J Maynar,  ","SARS-Cov-2 in Spanish Intensive Care: Early Experience with 15-day Survival In Vitoria.","PURPOSE: Community transmission of SARS-CoV-2 was detected in Spain in February 2020, with 216% intensive care unit (ICU) capacity expanded in Vitoria by March 18, 2020.  METHODS: We identified patients from the two public hospitals in Vitoria who were admitted to ICU with confirmed infection by SARS-CoV-2. Data reported here were available in March 31th, 2020. Mortality was assessed in those who completed 7-days of ICU stay.  RESULTS: We identified 48 patients (27 males) with confirmed SARS-CoV-2. Median [interquartile range (IQR)] age of patients was 63 [51-75] years. Symptoms began a median of 7 [5-12] days before ICU admission. The most common comorbidities identified were obesity (n = 48%), arterial hypertension (n = 44%) and chronic lung disease (n = 37%). All patients were admitted by hypoxemic respiratory failure and none received non-invasive mechanical ventilation. Forty-five (94%) underwent intubation, 3 HFNT, 1 (2%) extracorporeal membrane oxygenation (ECMO) and 22 (49%) required prone position. After 15 days, 14/45 (31%) intubated patients died (13% within one week), 10 (22%) were extubated, and 21/45 (47%) underwent mechanical ventilation. Six patients had documented co-infection. Procalcitonin plasma above 0.5 µg/L was associated with 16% vs. 19% (p = 0.78) risk of death after 7 days.  CONCLUSION: This early experience with SARS-CoV-2 in Spain suggests that a strategy of right oxygenation avoiding non-invasive mechanical ventilation was life-saving. Seven-day mortality in SARS-CoV-2 requiring intubation was lower than 15%, with 80% of patients still requiring mechanical ventilation. After 15 days of ICU admission, half of patients remained intubated, whereas one third died.  ","Apr 2020","Anaesthesia, critical care & pain medicine","32278670","becky.jones","1","Yes","Case Series/Report",,,,,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,"Respirology",,,,,,,,,,"Case report",,,,,,"Yes",
"32278670","H Barrasa, J Rello, S Tejada, A Martín, G Balziskueta, C Vinuesa, B Fernández-Miret, A Villagra, A Vallejo, AS Sebastián, S Cabañes, S Iribarren, F Fonseca, J Maynar,  ","SARS-Cov-2 in Spanish Intensive Care: Early Experience with 15-day Survival In Vitoria.","PURPOSE: Community transmission of SARS-CoV-2 was detected in Spain in February 2020, with 216% intensive care unit (ICU) capacity expanded in Vitoria by March 18, 2020.  METHODS: We identified patients from the two public hospitals in Vitoria who were admitted to ICU with confirmed infection by SARS-CoV-2. Data reported here were available in March 31th, 2020. Mortality was assessed in those who completed 7-days of ICU stay.  RESULTS: We identified 48 patients (27 males) with confirmed SARS-CoV-2. Median [interquartile range (IQR)] age of patients was 63 [51-75] years. Symptoms began a median of 7 [5-12] days before ICU admission. The most common comorbidities identified were obesity (n = 48%), arterial hypertension (n = 44%) and chronic lung disease (n = 37%). All patients were admitted by hypoxemic respiratory failure and none received non-invasive mechanical ventilation. Forty-five (94%) underwent intubation, 3 HFNT, 1 (2%) extracorporeal membrane oxygenation (ECMO) and 22 (49%) required prone position. After 15 days, 14/45 (31%) intubated patients died (13% within one week), 10 (22%) were extubated, and 21/45 (47%) underwent mechanical ventilation. Six patients had documented co-infection. Procalcitonin plasma above 0.5 µg/L was associated with 16% vs. 19% (p = 0.78) risk of death after 7 days.  CONCLUSION: This early experience with SARS-CoV-2 in Spain suggests that a strategy of right oxygenation avoiding non-invasive mechanical ventilation was life-saving. Seven-day mortality in SARS-CoV-2 requiring intubation was lower than 15%, with 80% of patients still requiring mechanical ventilation. After 15 days of ICU admission, half of patients remained intubated, whereas one third died.  ","Apr 2020","Anaesthesia, critical care & pain medicine","32278670","johnkim","1","Yes","Case Series/Report",,,,,,,,,,,"ICU",,,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,"Yes",
"32278693","B Shah, P Modi, SR Sagar","In silico studies on therapeutic agents for COVID-19: Drug repurposing approach.","AIMS: The severe acute respiratory syndrome coronavirus 2, better known as COVID-19 has become the current health concern to the entire world. Initially appeared in Wuhan, China around December 2019, it had spread to almost 187 countries due to its high contagious nature. Precautionary measures remain the sole obliging tactic to cease the person to person transmissions till any effective method of treatment or vaccine is developed. Amidst the pandemic, research and development of new molecule is labour-intensive and tedious process. Drug repurposing is the concept of identifying therapeutically potent molecule from the library of pre-existing molecules.  MATERIALS AND METHODS: In the present study, 61 molecules that are already being used in clinics or under clinical scrutiny as antiviral agents are surveyed via docking study. Docking study was performed using Maestro interface (Schrödinger Suite, LLC, NY).  KEY FINDINGS: Out of these 61 molecules, 37 molecules were found to interact with >2 protein structures of COVID-19. The docking results indicate that amongst the reported molecules, HIV protease inhibitors and RNA-dependent RNA polymerase inhibitors showed promising features of binding to COVID-19 enzyme. Along with these, Methisazone an inhibitor of protein synthesis, CGP42112A an angiotensin AT2 receptor agonist and ABT450 an inhibitor of the non-structural protein 3-4A might become convenient treatment option as well against COVID-19.  SIGNIFICANCE: The drug repurposing approach provide an insight about the therapeutics that might be helpful in treating corona virus disease.  ","Apr 2020","Life sciences","32278693","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,"Yes",
"32278693","B Shah, P Modi, SR Sagar","In silico studies on therapeutic agents for COVID-19: Drug repurposing approach.","AIMS: The severe acute respiratory syndrome coronavirus 2, better known as COVID-19 has become the current health concern to the entire world. Initially appeared in Wuhan, China around December 2019, it had spread to almost 187 countries due to its high contagious nature. Precautionary measures remain the sole obliging tactic to cease the person to person transmissions till any effective method of treatment or vaccine is developed. Amidst the pandemic, research and development of new molecule is labour-intensive and tedious process. Drug repurposing is the concept of identifying therapeutically potent molecule from the library of pre-existing molecules.  MATERIALS AND METHODS: In the present study, 61 molecules that are already being used in clinics or under clinical scrutiny as antiviral agents are surveyed via docking study. Docking study was performed using Maestro interface (Schrödinger Suite, LLC, NY).  KEY FINDINGS: Out of these 61 molecules, 37 molecules were found to interact with >2 protein structures of COVID-19. The docking results indicate that amongst the reported molecules, HIV protease inhibitors and RNA-dependent RNA polymerase inhibitors showed promising features of binding to COVID-19 enzyme. Along with these, Methisazone an inhibitor of protein synthesis, CGP42112A an angiotensin AT2 receptor agonist and ABT450 an inhibitor of the non-structural protein 3-4A might become convenient treatment option as well against COVID-19.  SIGNIFICANCE: The drug repurposing approach provide an insight about the therapeutics that might be helpful in treating corona virus disease.  ","Apr 2020","Life sciences","32278693","johnkim","1","Yes","Animal or Laboratory Study",,,,,,,,,,,,,"Immunology",,,"Microbiology",,,,,,,,,,,,,,,,,,,,,,"Lab studies","Reports of interventions/treatments",,,,"Yes",
"32278725","VN Prachand, R Milner, P Angelos, MC Posner, JJ Fung, N Agrawal, V Jeevanandam, JB Matthews","Medically-Necessary, Time-Sensitive Procedures: A Scoring System to Ethically and Efficiently Manage Resource Scarcity and Provider Risk During the COVID-19 Pandemic.","Hospitals have severely curtailed the performance of non-urgent surgical procedures in anticipation of the need to redeploy healthcare resources to meet the projected massive medical needs of patients with Coronavirus Disease 2019 (COVID-19). Surgical treatment of non-COVID-19 related disease during this period, however, still remains necessary. The decision to proceed with Medically-Necessary, Time-Sensitive (MeNTS) procedures in the setting of the COVID-19 pandemic requires incorporation of factors (resource limitations, COVID-19 transmission risk to providers and patients) heretofore not overtly considered by surgeons in the already complicated processes of clinical judgment and shared decision-making. We describe a scoring system that systematically integrates these factors to facilitate decision-making and triage for MeNTS procedures and appropriately weighs individual patient risks with the ethical necessity of optimizing public health concerns. This approach is applicable across a broad range of hospital settings (academic and community, urban and rural) in the midst of the pandemic and may be able to inform case triage as OR capacity resumes once the acute phase of the pandemic subsides.  ","Apr 2020","Journal of the American College of Surgeons","32278725","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surgery",,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Narrative Review",,"Yes",
