"Refid","Author","Title","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Peds","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality observational  studies (cohort, case-control studies, etc.)","Type Bucket -> High quality experimental studies (RCTs)","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Lab studies","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Incorrect Coronavirus","Type Bucket -> Not in English","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"940",,"Contact Transmission of COVID-19 in South Korea: Novel Investigation Techniques for Tracing Contacts.","Feb 2020","Osong public health and research perspectives","32149043","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Other","Public Health",,,,,,,,,,,,"Other","Epidemiology",,"Yes",
"941",,"Early Epidemiological and Clinical Characteristics of 28 Cases of Coronavirus Disease in South Korea.","Feb 2020","Osong public health and research perspectives","32149037","Daniellevin","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"941",,"Early Epidemiological and Clinical Characteristics of 28 Cases of Coronavirus Disease in South Korea.","Feb 2020","Osong public health and research perspectives","32149037","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"945","S Lu","Timely development of vaccines against SARS-CoV-2.","2020","Emerging microbes & infections","32148172","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,"Immunology",,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"945","S Lu","Timely development of vaccines against SARS-CoV-2.","2020","Emerging microbes & infections","32148172","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,"Immunology",,,,,,,,,,,,,,,,,"Other","Public Health",,,,,,,,,,,,"Other","Public Health",,"Yes",
"946","X Marchand-Senécal, R Kozak, S Mubareka, N Salt, JB Gubbay, A Eshaghi, V Allen, Y Li, N Bastien, M Gilmour, O Ozaldin, JA Leis","Diagnosis and Management of First Case of COVID-19 in Canada: Lessons applied from SARS.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32147731","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,"Emergency Medicine","Family Medicine",,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,"Reports of interventions/treatments",,,,,,,,"Yes",
"946","X Marchand-Senécal, R Kozak, S Mubareka, N Salt, JB Gubbay, A Eshaghi, V Allen, Y Li, N Bastien, M Gilmour, O Ozaldin, JA Leis","Diagnosis and Management of First Case of COVID-19 in Canada: Lessons applied from SARS.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32147731","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"948","L Dong, S Hu, J Gao","Discovering drugs to treat coronavirus disease 2019 (COVID-19).","2020","Drug discoveries & therapeutics","32147628","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,"ICU",,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"948","L Dong, S Hu, J Gao","Discovering drugs to treat coronavirus disease 2019 (COVID-19).","2020","Drug discoveries & therapeutics","32147628","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,"Immunology",,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"949","H Zhang, Y Huang, C Xie","The Treatment and Outcome of a Lung Cancer Patient Infected with SARS-CoV-2.","Mar 2020","Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer","32147577","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,"Respirology",,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"949","H Zhang, Y Huang, C Xie","The Treatment and Outcome of a Lung Cancer Patient Infected with SARS-CoV-2.","Mar 2020","Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer","32147577","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine",,,,,,,"Oncology",,,,,"Respirology",,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"951","WC Ko, JM Rolain, NY Lee, PL Chen, CT Huang, PI Lee, PR Hsueh","Arguments in favour of remdesivir for treating SARS-CoV-2 infections.","Mar 2020","International journal of antimicrobial agents","32147516","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"951","WC Ko, JM Rolain, NY Lee, PL Chen, CT Huang, PI Lee, PR Hsueh","Arguments in favour of remdesivir for treating SARS-CoV-2 infections.","Mar 2020","International journal of antimicrobial agents","32147516","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,"Immunology",,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,,,"Yes",
"953","PI Lee, YL Hu, PY Chen, YC Huang, PR Hsueh","Are children less susceptible to COVID-19?","Feb 2020","Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi","32147409","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"953","PI Lee, YL Hu, PY Chen, YC Huang, PR Hsueh","Are children less susceptible to COVID-19?","Feb 2020","Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi","32147409","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,"Peds",,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"954","JA Al-Tawfiq, ZA Memish","Diagnosis of SARS-CoV-2 Infection based on CT scan vs. RT-PCR: Reflecting on Experience from MERS-CoV.","Mar 2020","The Journal of hospital infection","32147407","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,,,"Yes",
"954","JA Al-Tawfiq, ZA Memish","Diagnosis of SARS-CoV-2 Infection based on CT scan vs. RT-PCR: Reflecting on Experience from MERS-CoV.","Mar 2020","The Journal of hospital infection","32147407","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"958","S Zhao, P Cao, MKC Chong, D Gao, Y Lou, J Ran, K Wang, W Wang, L Yang, D He, MH Wang","COVID-19 and gender-specific difference: Analysis of public surveillance data in Hong Kong and Shenzhen, China, from January 10 to February 15, 2020.","Mar 2020","Infection control and hospital epidemiology","32146921","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"958","S Zhao, P Cao, MKC Chong, D Gao, Y Lou, J Ran, K Wang, W Wang, L Yang, D He, MH Wang","COVID-19 and gender-specific difference: Analysis of public surveillance data in Hong Kong and Shenzhen, China, from January 10 to February 15, 2020.","Mar 2020","Infection control and hospital epidemiology","32146921","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"960","Z Hu, C Song, C Xu, G Jin, Y Chen, X Xu, H Ma, W Chen, Y Lin, Y Zheng, J Wang, Z Hu, Y Yi, H Shen","Clinical characteristics of 24 asymptomatic infections with COVID-19 screened among close contacts in Nanjing, China.","Mar 2020","Science China. Life sciences","32146694","Daniellevin","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"960","Z Hu, C Song, C Xu, G Jin, Y Chen, X Xu, H Ma, W Chen, Y Lin, Y Zheng, J Wang, Z Hu, Y Yi, H Shen","Clinical characteristics of 24 asymptomatic infections with COVID-19 screened among close contacts in Nanjing, China.","Mar 2020","Science China. Life sciences","32146694","Meghanglibbery","1","Yes",,,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"963","SA Ñamendys-Silva","Respiratory support for patients with COVID-19 infection.","Mar 2020","The Lancet. Respiratory medicine","32145829","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,"Respirology",,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"963","SA Ñamendys-Silva","Respiratory support for patients with COVID-19 infection.","Mar 2020","The Lancet. Respiratory medicine","32145829","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,"Respirology",,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"970","HY Yang, J Xu, Y Li, X Liang, YF Jin, SY Chen, RG Zhang, WD Zhang, GC Duan","[The preliminary analysis on the characteristics of the cluster for the Corona Virus Disease].","Mar 2020","Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi","32145716","Daniellevin","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"970","HY Yang, J Xu, Y Li, X Liang, YF Jin, SY Chen, RG Zhang, WD Zhang, GC Duan","[The preliminary analysis on the characteristics of the cluster for the Corona Virus Disease].","Mar 2020","Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi","32145716","Meghanglibbery","1","Yes","Can't tell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not in English",,,,"Yes",
"972","L Zhang, Y Jiang, M Wei, BH Cheng, XC Zhou, J Li, JH Tian, L Dong, RH Hu","[Analysis of the pregnancy outcomes in pregnant women with COVID-19 in Hubei Province].","Mar 2020","Zhonghua fu chan ke za zhi","32145714","Daniellevin","1","Yes","Case Series/Report",,,,,"Family Medicine",,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"972","L Zhang, Y Jiang, M Wei, BH Cheng, XC Zhou, J Li, JH Tian, L Dong, RH Hu","[Analysis of the pregnancy outcomes in pregnant women with COVID-19 in Hubei Province].","Mar 2020","Zhonghua fu chan ke za zhi","32145714","Meghanglibbery","1","Yes","Can't tell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not in English",,,,"Yes",
"973","H Nishiura, NM Linton, AR Akhmetzhanov","Serial interval of novel coronavirus (COVID-19) infections.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32145466","Daniellevin","1","Yes","Systematic Review",,,,,,,,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"973","H Nishiura, NM Linton, AR Akhmetzhanov","Serial interval of novel coronavirus (COVID-19) infections.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32145466","Meghanglibbery","1","Yes","Cohort Studies",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Other","Public Health",,,,"Natural history studies",,,,,,,,,,,"Yes",
"974","Q Lin, S Zhao, D Gao, Y Lou, S Yang, SS Musa, MH Wang, Y Cai, W Wang, L Yang, D He","A conceptual model for the coronavirus disease 2019 (COVID-19) outbreak in Wuhan, China with individual reaction and governmental action.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32145465","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"974","Q Lin, S Zhao, D Gao, Y Lou, S Yang, SS Musa, MH Wang, Y Cai, W Wang, L Yang, D He","A conceptual model for the coronavirus disease 2019 (COVID-19) outbreak in Wuhan, China with individual reaction and governmental action.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32145465","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Other","Public Helath",,,,"Natural history studies",,,,,,,,"Other","Public Health",,"Yes",
"976","JA Al-Tawfiq, AH Al-Homoud, ZA Memish","Remdesivir as a possible therapeutic option for the COVID-19.","Mar 2020","Travel medicine and infectious disease","32145386","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"976","JA Al-Tawfiq, AH Al-Homoud, ZA Memish","Remdesivir as a possible therapeutic option for the COVID-19.","Mar 2020","Travel medicine and infectious disease","32145386","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"977","P Colson, JM Rolain, JC Lagier, P Brouqui, D Raoult","Chloroquine and hydroxychloroquine as available weapons to fight COVID-19.","Mar 2020","International journal of antimicrobial agents","32145363","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"977","P Colson, JM Rolain, JC Lagier, P Brouqui, D Raoult","Chloroquine and hydroxychloroquine as available weapons to fight COVID-19.","Mar 2020","International journal of antimicrobial agents","32145363","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"978","G Lippi, M Plebani","Procalcitonin in patients with severe coronavirus disease 2019 (COVID-19): A meta-analysis.","Mar 2020","Clinica chimica acta; international journal of clinical chemistry","32145275","Daniellevin","1","Yes","Meta Analysis",,,,,,,,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"978","G Lippi, M Plebani","Procalcitonin in patients with severe coronavirus disease 2019 (COVID-19): A meta-analysis.","Mar 2020","Clinica chimica acta; international journal of clinical chemistry","32145275","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"979","Y He, Z Wang, F Li, Y Shi","Public health might be endangered by possible prolonged discharge of SARS-CoV-2 in stool.","Mar 2020","The Journal of infection","32145217","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"979","Y He, Z Wang, F Li, Y Shi","Public health might be endangered by possible prolonged discharge of SARS-CoV-2 in stool.","Mar 2020","The Journal of infection","32145217","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Public Health",,"Yes",
"980","Y Liu, H Chen, K Tang, Y Guo","Clinical manifestations and outcome of SARS-CoV-2 infection during pregnancy.","Mar 2020","The Journal of infection","32145216","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"980","Y Liu, H Chen, K Tang, Y Guo","Clinical manifestations and outcome of SARS-CoV-2 infection during pregnancy.","Mar 2020","The Journal of infection","32145216","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"982","JF Bermejo-Martin, R Almansa, R Menéndez, R Mendez, DJ Kelvin, A Torres","Lymphopenic community acquired pneumonia as signature of severe COVID-19 infection.","Mar 2020","The Journal of infection","32145214","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,"Emergency Medicine","Family Medicine",,,"General",,,"Internal Medicine","ICU",,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"982","JF Bermejo-Martin, R Almansa, R Menéndez, R Mendez, DJ Kelvin, A Torres","Lymphopenic community acquired pneumonia as signature of severe COVID-19 infection.","Mar 2020","The Journal of infection","32145214","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"983","C Zhang, L Shi, FS Wang","Liver injury in COVID-19: management and challenges.","Mar 2020","The lancet. Gastroenterology & hepatology","32145190","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"983","C Zhang, L Shi, FS Wang","Liver injury in COVID-19: management and challenges.","Mar 2020","The lancet. Gastroenterology & hepatology","32145190","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"990","LK Ti, LS Ang, TW Foong, BSW Ng","What we do when a COVID-19 patient needs an operation: operating room preparation and guidance.","Mar 2020","Canadian journal of anaesthesia = Journal canadien d'anesthesie","32144591","Daniellevin","1","Yes",,"Anesthesia",,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Surgery",,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,,,"Yes",
"990","LK Ti, LS Ang, TW Foong, BSW Ng","What we do when a COVID-19 patient needs an operation: operating room preparation and guidance.","Mar 2020","Canadian journal of anaesthesia = Journal canadien d'anesthesie","32144591","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Surgery",,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"992","MS Razai, K Doerholt, S Ladhani, P Oakeshott","Coronavirus disease 2019 (covid-19): a guide for UK GPs.","Mar 2020","BMJ (Clinical research ed.)","32144127","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,"Family Medicine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"992","MS Razai, K Doerholt, S Ladhani, P Oakeshott","Coronavirus disease 2019 (covid-19): a guide for UK GPs.","Mar 2020","BMJ (Clinical research ed.)","32144127","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,"Family Medicine",,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"996","M Lin, A Beliavsky, K Katz, JE Powis, W Ng, V Williams, M Science, H Groves, MP Muller, A Vaisman, S Hota, J Johnstone, JA Leis","What can early Canadian experience screening for COVID-19 teach us about how to prepare for a pandemic?","Mar 2020","CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne","32144097","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"996","M Lin, A Beliavsky, K Katz, JE Powis, W Ng, V Williams, M Science, H Groves, MP Muller, A Vaisman, S Hota, J Johnstone, JA Leis","What can early Canadian experience screening for COVID-19 teach us about how to prepare for a pandemic?","Mar 2020","CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne","32144097","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1005","Y Zhu, YL Liu, ZP Li, JY Kuang, XM Li, YY Yang, ST Feng","Clinical and CT imaging features of 2019 novel coronavirus disease (COVID-19).","Mar 2020","The Journal of infection","32142928","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"1005","Y Zhu, YL Liu, ZP Li, JY Kuang, XM Li, YY Yang, ST Feng","Clinical and CT imaging features of 2019 novel coronavirus disease (COVID-19).","Mar 2020","The Journal of infection","32142928","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1008","X Wang, Z Pan, Z Cheng","Association between 2019-nCoV transmission and N95 respirator use.","Mar 2020","The Journal of hospital infection","32142885","Daniellevin","1","Yes","Narrative Review/Expert Opinion","Anesthesia",,,"Emergency Medicine",,,,"General",,,,"ICU",,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1008","X Wang, Z Pan, Z Cheng","Association between 2019-nCoV transmission and N95 respirator use.","Mar 2020","The Journal of hospital infection","32142885","Meghanglibbery","1","Yes","Cohort Studies",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Public Health",,"Yes",
"1009","J Gu, B Han, J Wang","COVID-19: Gastrointestinal manifestations and potential fecal-oral transmission.","Mar 2020","Gastroenterology","32142785","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"1009","J Gu, B Han, J Wang","COVID-19: Gastrointestinal manifestations and potential fecal-oral transmission.","Mar 2020","Gastroenterology","32142785","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1010","F Xiao, M Tang, X Zheng, Y Liu, X Li, H Shan","Evidence for gastrointestinal infection of SARS-CoV-2.","Mar 2020","Gastroenterology","32142773","Daniellevin","1","Yes","Case Series/Report",,,,,"Family Medicine","Gastroenterology",,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"1010","F Xiao, M Tang, X Zheng, Y Liu, X Li, H Shan","Evidence for gastrointestinal infection of SARS-CoV-2.","Mar 2020","Gastroenterology","32142773","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1011","M Hoffmann, H Kleine-Weber, S Schroeder, N Krüger, T Herrler, S Erichsen, TS Schiergens, G Herrler, NH Wu, A Nitsche, MA Müller, C Drosten, S Pöhlmann","SARS-CoV-2 Cell Entry Depends on ACE2 and TMPRSS2 and Is Blocked by a Clinically Proven Protease Inhibitor.","Mar 2020","Cell","32142651","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,"Immunology",,"ICU",,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,,,"Yes",
"1011","M Hoffmann, H Kleine-Weber, S Schroeder, N Krüger, T Herrler, S Erichsen, TS Schiergens, G Herrler, NH Wu, A Nitsche, MA Müller, C Drosten, S Pöhlmann","SARS-CoV-2 Cell Entry Depends on ACE2 and TMPRSS2 and Is Blocked by a Clinically Proven Protease Inhibitor.","Mar 2020","Cell","32142651","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Genetics",,"Yes",
"1012","G Favre, L Pomar, X Qi, K Nielsen-Saines, D Musso, D Baud","Guidelines for pregnant women with suspected SARS-CoV-2 infection.","Mar 2020","The Lancet. Infectious diseases","32142639","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1012","G Favre, L Pomar, X Qi, K Nielsen-Saines, D Musso, D Baud","Guidelines for pregnant women with suspected SARS-CoV-2 infection.","Mar 2020","The Lancet. Infectious diseases","32142639","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1014","Y Xia, R Jin, J Zhao, W Li, H Shen","Risk of COVID-19 for cancer patients.","Mar 2020","The Lancet. Oncology","32142622","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,"Oncology",,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1014","Y Xia, R Jin, J Zhao, W Li, H Shen","Risk of COVID-19 for cancer patients.","Mar 2020","The Lancet. Oncology","32142622","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1015","H Wang, L Zhang","Risk of COVID-19 for patients with cancer.","Mar 2020","The Lancet. Oncology","32142621","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,"Oncology",,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1015","H Wang, L Zhang","Risk of COVID-19 for patients with cancer.","Mar 2020","The Lancet. Oncology","32142621","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1017","S Zou, X Zhu","FDG PET/CT of COVID-19.","Mar 2020","Radiology","32142399","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,"Imaging studies",,,,,,,"Yes",
"1017","S Zou, X Zhu","FDG PET/CT of COVID-19.","Mar 2020","Radiology","32142399","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,"Case report",,,"Imaging studies",,,,,,,"Yes",
"1018","W Yang, F Yan","Patients with RT-PCR Confirmed COVID-19 and Normal Chest CT.","Mar 2020","Radiology","32142398","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,"Case report",,,,,,,,,,"Yes",
